Year,Objective
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,5.75E+08
51,1.79E+09
52,2.93E+09
53,4.34E+09
54,5.95E+09
55,8.05E+09
56,8.84E+09
57,1.02E+10
58,1.17E+10
59,1.31E+10
60,1.40E+10
61,1.42E+10
62,1.42E+10
63,1.42E+10
64,1.42E+10
65,1.42E+10
66,1.43E+10
67,1.43E+10
68,1.44E+10
69,1.46E+10
70,1.51E+10
71,1.52E+10
72,1.52E+10
73,1.52E+10
74,1.52E+10
75,1.52E+10
76,1.52E+10
77,1.52E+10
78,1.52E+10
79,1.52E+10
80,1.52E+10
81,1.52E+10
