"TableName","State","Total","SumOfBatchID"
"utInteriorWall","38","10793","42524111787"
"utLotSiteAppeal","38","59","229617816"
"utMailAddress","38","728459","94483876435624"
"utMain","38","728459","94483876435624"
"utName","38","790710","102579356869100"
"utOby","38","20905","81190015993"
"utPool","38","265","1066199628"
"utSaleData","38","42555","556572149542"
"utTaxDistrict","38","585092","42432194284951"
"utTaxExemption","38","42604","6747920557995"
"utTypeConstruction","38","35998","139939024230"
"utValue","38","728459","94483876435624"
"utVestingCodes","38","27192","2887043038315"
"utBKManagedSpecific","39","6160460","1398770599688354"
"utBuilding","39","6160460","1398770599688354"
"utBuildingAreas","39","18251124","3918913883173837"
"utCareOfName","39","294766","50580757279896"
"utExteriorWall","39","3620257","745065880591632"
"utExtraFeature","39","1427631","271900605450394"
"utGarage","39","5711952","1209167106911044"
"utInteriorFlooring","39","470824","114030880971562"
"utInteriorWall","39","312510","77173925586100"
"utLotSiteAppeal","39","350411","248126779975502"
"utMailAddress","39","6160460","1398770599688354"
"utMain","39","6160460","1398770599688354"
"utName","39","6508950","1430774726096216"
"utOby","39","2140805","603445774584038"
"utPool","39","131531","28435595902710"
"utSaleData","39","7848649","1809068554635759"
"utTaxDistrict","39","4997247","982790082030043"
"utTaxExemption","39","3041111","611600729136095"
"utTypeConstruction","39","1478761","298188088840465"
"utValue","39","6160460","1398770599688354"
"utVestingCodes","39","285446","77925788456773"
"utBKManagedSpecific","40","1859668","271842396367537"
"utBuilding","40","2369663","671967048119919"
"utBuildingAreas","40","3857616","899266879143705"
"utCareOfName","40","118442","42922716582716"
"utExteriorWall","40","1474173","437116803539072"
"utExtraFeature","40","440409","102725193939772"
"utGarage","40","1684080","324154082836067"
"utInteriorFlooring","40","969","271438837626"
"utInteriorWall","40","458160","315561370976868"
"utLotSiteAppeal","40","5412","4764474834249"
"utMailAddress","40","2337675","645308505227600"
"utMain","40","2337675","645308505227600"
"utName","40","2481123","663406150172515"
"utOby","40","1101097","312176556857126"
"utPool","40","92639","22453967252563"
"utSaleData","40","2987376","839128317931894"
"utTaxDistrict","40","1806012","379271513026363"
"utTaxExemption","40","749726","260412110831387"
"utTypeConstruction","40","427995","2003951221843"
"utValue","40","2337675","645308505227600"
"utVestingCodes","40","21382","2631653201386"
"utBKManagedSpecific","41","1944467","57596518630639"
"utBuilding","41","1944467","57596518630639"
"utBuildingAreas","41","3434126","42695613517238"
"utCareOfName","41","91115","5812206577653"
"utExteriorWall","41","823783","9899087792269"
"utExtraFeature","41","807999","7158286295502"
"utGarage","41","1876928","13329199410324"
"utInteriorFlooring","41","428309","6043815866836"
"utInteriorWall","41","284575","4909048907623"
"utLotSiteAppeal","41","25345","1594222281634"
"utMailAddress","41","1944467","57596518630639"
"utMain","41","1944467","57596518630639"
"utName","41","2096890","63806589791311"
"utOby","41","599588","6385118967704"
"utPool","41","25031","148362863553"
"utSaleData","41","2049558","33621573660353"
"utTaxDistrict","41","217539","1010678295668"
"utTaxExemption","41","131879","14041718711499"
"utTypeConstruction","41","123932","996481496502"
"utValue","41","1944467","57596518630639"
"utVestingCodes","41","1695","40378425009"
"utBKManagedSpecific","42","5493316","749098410635534"
"utBuilding","42","5959029","1152130375372138"
"utBuildingAreas","42","6841036","726640556602220"
"utCareOfName","42","165928","37668443765978"
"utExteriorWall","42","2673028","345137350161863"
"utExtraFeature","42","377567","23430828620193"
"utGarage","42","2602279","205808145175989"
"utInteriorFlooring","42","281575","85203738171003"
"utInteriorWall","42","193552","6868404031684"
"utLotSiteAppeal","42","601822","6359036701702"
"utMailAddress","42","5957508","1150608622319932"
"utMain","42","5957509","1150609622823498"
"utName","42","6492542","1223727316646239"
"utOby","42","680010","151518049479747"
"utPool","42","136389","10707220661852"
"utSaleData","42","7006976","1265153641283612"
"utTaxDistrict","42","5695310","1198546228538598"
"utTaxExemption","42","1153982","144046554137719"
"utTypeConstruction","42","1780377","66184657780559"
"utValue","42","5957509","1150609622823498"
"utVestingCodes","42","610","192820304130"
"utBKManagedSpecific","44","417524","1969386099819"
"utBuilding","44","417524","1969386099819"
"utBuildingAreas","44","1191942","5621739094491"
"utCareOfName","44","16","75489764"
"utExteriorWall","44","339795","1602757097986"
"utExtraFeature","44","89400","421788922938"
"utGarage","44","123443","582360150899"
"utLotSiteAppeal","44","1430","6739666129"
"utMailAddress","44","417524","1969386099819"
"utMain","44","417524","1969386099819"
"utName","44","590735","2786396983139"
"utOby","44","283510","1337283256957"
"utPool","44","18811","88842218226"
"utSaleData","44","355508","1676755002634"
"utTypeConstruction","44","111743","527579296435"
"utValue","44","417524","1969386099819"
"utVestingCodes","44","28664","135217171949"
"utBKManagedSpecific","45","2925049","278294409835646"
"utBuilding","45","2925049","278294409835646"
"utBuildingAreas","45","3619993","378707792675326"
"utCareOfName","45","120929","10383604969849"
"utExteriorWall","45","1184490","100052302143492"
"utExtraFeature","45","336795","30591990118791"
"utGarage","45","1322448","143551945117580"
"utInteriorFlooring","45","492455","9882986427295"
"utInteriorWall","45","353648","9111218576217"
"utLotSiteAppeal","45","68988","2555648260105"
"utMailAddress","45","2925036","278294358752318"
"utMain","45","2925049","278294409835646"
"utName","45","3188197","312843936171676"
"utOby","45","324675","44440750168173"
"utPool","45","57622","10251333294392"
"utSaleData","45","4028908","297102648097310"
"utTaxDistrict","45","1623295","48737726220521"
"utTaxExemption","45","474866","65703948749699"
"utTypeConstruction","45","490911","52457813071649"
"utValue","45","2925049","278294409835646"
"utVestingCodes","45","70469","18472648891662"
"utBKManagedSpecific","46","706455","2874051333008"
"utBuilding","46","706455","2874051333008"
"utBuildingAreas","46","594704","2583775609501"
"utCareOfName","46","31263","127886883001"
"utExteriorWall","46","105102","454729795234"
"utExtraFeature","46","102399","440760300495"
"utGarage","46","259188","1117022405706"
"utInteriorFlooring","46","136776","602985473096"
"utInteriorWall","46","74780","327189296456"
"utLotSiteAppeal","46","6734","29391414892"
"utMailAddress","46","706455","2874051333008"
"utMain","46","706455","2874051333008"
"utName","46","801381","3252544440823"
"utOby","46","64955","283200562096"
"utPool","46","740","3152352417"
"utSaleData","46","379328","1589946934864"
"utTaxDistrict","46","646334","2660496062844"
"utTaxExemption","46","78449","324625768349"
"utTypeConstruction","46","76491","338140721784"
"utValue","46","706455","2874051333008"
"utVestingCodes","46","25585","101269072790"
"utBKManagedSpecific","47","3378376","18679335358579"
"utBuilding","47","3378376","18679335358579"
"utBuildingAreas","47","10642748","46432021167783"
"utCareOfName","47","132112","566495195476"
"utExteriorWall","47","2007619","8811440382727"
"utExtraFeature","47","1224314","5433533281044"
"utGarage","47","2803960","12221972603399"
"utInteriorFlooring","47","1478724","6300621387263"
"utInteriorWall","47","1370115","5835329397597"
"utLotSiteAppeal","47","144021","664634067841"
"utMailAddress","47","3378375","18679331823125"
"utMain","47","3378376","18679335358579"
"utName","47","3554862","19610175477776"
"utOby","47","1743768","7530974712604"
"utPool","47","90882","402509029739"
"utSaleData","47","6025665","30098026038749"
"utTaxDistrict","47","728708","3025991378788"
"utTaxExemption","47","137764","560925319352"
"utTypeConstruction","47","384733","1768545709568"
"utValue","47","3378376","18679335358579"
"utVestingCodes","47","20375","88436078613"
"utBKManagedSpecific","48","12274173","617343887407207"
"utBuilding","48","13246602","1590247783391302"
"utBuildingAreas","48","28272633","1553066612569824"
"utCareOfName","48","596868","115045011078611"
"utExteriorWall","48","5172874","244961941387019"
"utExtraFeature","48","2143274","122134468989212"
"utGarage","48","11590438","437576921541651"
"utInteriorFlooring","48","2181413","135155733999307"
"utInteriorWall","48","1656533","110762011798018"
"utLotSiteAppeal","48","134186","566549146807"
"utMailAddress","48","13164014","1507619686061597"
"utMain","48","13186530","1530146551566044"
"utName","48","13945025","1596308141102462"
"utOby","48","3913263","595828461759891"
"utPool","48","617354","19392464882347"
"utSaleData","48","11477433","1259576866413898"
"utTaxDistrict","48","15609801","3178224630492610"
"utTaxExemption","48","8709035","747328078240946"
"utTypeConstruction","48","2939160","41931981335002"
"utValue","48","13186530","1530146551566044"
"utVestingCodes","48","43575","7298218415883"
"utBKManagedSpecific","49","1267437","194758447475950"
"utBuilding","49","1319383","246729729505036"
"utBuildingAreas","49","2968942","390935768385066"
"utCareOfName","49","79419","11817938011195"
"utExteriorWall","49","671295","97630772745607"
"utExtraFeature","49","546261","3494007962931"
"utGarage","49","981375","27657533017431"
"utInteriorFlooring","49","1276","5745010421"
"utInteriorWall","49","276389","1259354192601"
"utLotSiteAppeal","49","15523","138092768643"
"utMailAddress","49","1319383","246729729505036"
"utMain","49","1319383","246729729505036"
"utName","49","1459927","277297926250865"
"utOby","49","317169","3871566322869"
"utPool","49","12977","59489279777"
"utSaleData","49","29258","15558287766390"
"utTaxDistrict","49","59598","259533808937"
"utTaxExemption","49","67646","12854894416520"
"utTypeConstruction","49","82522","82367685737920"
"utValue","49","1319383","246729729505036"
"utVestingCodes","49","198662","15414868022871"
"utBKManagedSpecific","50","340663","1466333348771"
"utBuilding","50","340663","1466333348771"
"utBuildingAreas","50","200176","937342423572"
"utCareOfName","50","9009","36513534260"
"utExteriorWall","50","58108","272081105358"
"utExtraFeature","50","29349","137382846808"
"utGarage","50","40467","188146718820"
"utLotSiteAppeal","50","168","691662704"
"utMailAddress","50","340663","1466333348771"
"utMain","50","340663","1466333348771"
"utName","50","476806","2062836862470"
"utOby","50","2046","9586942085"
"utPool","50","2362","10923403161"
"utSaleData","50","57468","265601701835"
"utTaxExemption","50","160044","693882893585"
"utTypeConstruction","50","21919","102625248165"
"utValue","50","340663","1466333348771"
"utVestingCodes","50","5388","23280815684"
"utBKManagedSpecific","51","3845330","44489741992942"
"utBuilding","51","3885678","50823616576114"
"utBuildingAreas","51","7625183","78297238833764"
"utCareOfName","51","150204","2853987053926"
"utExteriorWall","51","2494049","29908485772881"
"utExtraFeature","51","1284447","20090068194940"
"utGarage","51","2287415","23437510400227"
"utInteriorFlooring","51","2181393","28831398227854"
"utInteriorWall","51","1403174","21181837281993"
"utLotSiteAppeal","51","70450","1592833437717"
"utMailAddress","51","3885494","50641518533270"
"utMain","51","3885498","50641536937334"
"utName","51","4273858","54894090146897"
"utOby","51","916122","22603453411166"
"utPool","51","115669","1964045608518"
"utSaleData","51","4830848","43725419502396"
"utTaxDistrict","51","643485","8916907338322"
"utTaxExemption","51","99440","1777363608862"
"utTypeConstruction","51","1213274","7456673651276"
"utValue","51","3885498","50641536937334"
"utVestingCodes","51","127733","878039010052"
"utBKManagedSpecific","53","3292696","809911847188582"
"utBuilding","53","3292696","809911847188582"
"utBuildingAreas","53","7023879","2350400845516234"
"utCareOfName","53","95919","492219325612"
"utExteriorWall","53","1507103","78848521107420"
"utExtraFeature","53","1196964","358808457562588"
"utGarage","53","3756423","1137317976014948"
"utInteriorFlooring","53","819866","5461534788224"
"utInteriorWall","53","640944","2397648206074"
"utLotSiteAppeal","53","204566","91670860340874"
"utMailAddress","53","3292696","809911847188582"
"utMain","53","3292696","809911847188582"
"utName","53","3441844","810555018502732"
"utOby","53","751456","42281190015243"
"utPool","53","49941","8957000262825"
"utSaleData","53","4274843","1265476317730143"
"utTaxDistrict","53","1252805","112228962415475"
"utTaxExemption","53","263019","51364802307302"
"utTypeConstruction","53","825285","128539809319110"
"utValue","53","3292696","809911847188582"
"utVestingCodes","53","4716","141248887497"
"utBKManagedSpecific","54","1497534","35603305240726"
"utBuilding","54","1497534","35603305240726"
"utBuildingAreas","54","2297083","43424970382754"
"utCareOfName","54","130170","3041137182052"
"utExteriorWall","54","506274","9116754747661"
"utExtraFeature","54","11029","175943839663"
"utGarage","54","103726","1104356789888"
"utLotSiteAppeal","54","34717","792075542971"
"utMailAddress","54","1497534","35603305240726"
"utMain","54","1497534","35603305240726"
"utName","54","1498554","35619922190011"
"utOby","54","34813","333799248291"
"utPool","54","3770","48132668798"
"utSaleData","54","880418","23514835629296"
"utTaxExemption","54","480003","14079394713007"
"utTypeConstruction","54","309408","7210806432959"
"utValue","54","1497534","35603305240726"
"utVestingCodes","54","15796","95819188639"
"utBKManagedSpecific","55","3108545","591017475948512"
"utBuilding","55","3467895","931530001184179"
"utBuildingAreas","55","1899283","618729190864061"
"utCareOfName","55","113871","36243532000214"
"utExteriorWall","55","584164","145834528257992"
"utExtraFeature","55","137631","74745980905563"
"utGarage","55","784166","213972668182880"
"utInteriorFlooring","55","82190","73065270488138"
"utInteriorWall","55","70451","65387170200590"
"utLotSiteAppeal","55","106253","52901262126066"
"utMailAddress","55","3471792","935230643396566"
"utMain","55","3472312","935750893529046"
"utName","55","4315581","1251074094519609"
"utOby","55","118167","66325967547031"
"utPool","55","31469","1988884280133"
"utSaleData","55","1062592","452873536429130"
"utTaxDistrict","55","4608473","1572766151003570"
"utTaxExemption","55","555867","40208954004411"
"utTypeConstruction","55","49206","11888862059740"
"utValue","55","3472312","935750893529046"
"utVestingCodes","55","12113","2358968627918"
"utBKManagedSpecific","56","343153","147235672372188"
"utBuilding","56","343153","147235672372188"
"utBuildingAreas","56","786555","340766448581325"
"utCareOfName","56","22036","9894323360312"
"utExteriorWall","56","233445","100646972667594"
"utExtraFeature","56","174296","87650946810463"
"utGarage","56","320182","134547252036791"
"utInteriorFlooring","56","4363","1335525235927"
"utInteriorWall","56","228051","97108231961570"
"utMailAddress","56","343153","147235672372188"
"utMain","56","343153","147235672372188"
"utName","56","391699","176927534522504"
"utOby","56","219066","110603888533798"
"utPool","56","5477","1777873518952"
"utSaleData","56","152450","64513899802766"
"utTypeConstruction","56","198643","86427052042406"
"utValue","56","343153","147235672372188"
"utVestingCodes","56","83","57139501621"
"utBKManagedSpecific","66","73027","257891418231"
"utBuilding","66","73027","257891418231"
"utBuildingAreas","66","35600","125719726800"
"utCareOfName","66","96","339019488"
"utMailAddress","66","73027","257891418231"
"utMain","66","73027","257891418231"
"utName","66","73247","258668337891"
"utTaxExemption","66","12078","42652889334"
"utValue","66","73027","257891418231"
"utVestingCodes","66","41","144789573"
