"TableName","State","Total","SumOfBatchID"
"utBKManagedSpecific","41","5133865","2213178598228380"
"utBorrowerMailAddress","41","1759","1445001614377"
"utBorrowerName","41","3412343","1436636897120545"
"utBorrowerNameDescriptionCode","41","2180369","913997062218191"
"utBuyerMailAddress","41","3196926","1404214322201011"
"utBuyerName","41","5183113","2328475481512143"
"utBuyerNameDescriptionCode","41","4880058","2264414341157114"
"utForeclosureNameAddress","41","164169","309521014964"
"utForeclosureNODNOSDoc","41","53012","21508192441"
"utForeclosureOriginalLoan","41","94214","82276143961"
"utLegacy","41","90916","26345289687465"
"utMain","41","5346325","2275923672944598"
"utPropertyInfo","41","5589490","2425830992506429"
"utSellerMailAddress","41","843051","371258326331724"
"utSellerName","41","5279670","2393923711894934"
"utSellerNameDescriptionCode","41","3412733","1616175412380237"
"utBKManagedSpecific","42","11826790","5865842024425608"
"utBorrowerMailAddress","42","33525","9136106568363"
"utBorrowerName","42","10010592","5339593875516344"
"utBorrowerNameDescriptionCode","42","7115247","3984098567920491"
"utBuyerMailAddress","42","6226488","2881925965956563"
"utBuyerName","42","9185131","4340906185567887"
"utBuyerNameDescriptionCode","42","8128380","4003559454852735"
"utForeclosureNameAddress","42","447110","34620437538976"
"utForeclosureOriginalLoan","42","73066","4436481085873"
"utLegacy","42","73835","41780041289476"
"utMain","42","12514520","6071116179622904"
"utPropertyInfo","42","13157467","6445862285027773"
"utSellerMailAddress","42","1931184","697815608462646"
"utSellerName","42","10577926","5043273589215234"
"utSellerNameDescriptionCode","42","8031784","4037806494905018"
"utBKManagedSpecific","44","1582716","7465881833129"
"utBorrowerName","44","1368034","10862920729238"
"utBorrowerNameDescriptionCode","44","183980","908469192775"
"utBuyerMailAddress","44","640802","3022880808001"
"utBuyerName","44","896894","4230895318548"
"utBuyerNameDescriptionCode","44","217190","1024617967783"
"utForeclosureNameAddress","44","88905","3403194903490"
"utForeclosureNODNOSDoc","44","32","103696918"
"utForeclosureOriginalLoan","44","88837","3402958798891"
"utLegacy","44","2599","12258872906"
"utMain","44","1727059","10871173455875"
"utPropertyInfo","44","1736393","10915190662301"
"utRegionSpecific","44","24","797602"
"utSellerMailAddress","44","1","4712779"
"utSellerName","44","897122","4232001088769"
"utSellerNameDescriptionCode","44","216421","1020979381396"
"utBKManagedSpecific","45","5621858","3686959895348734"
"utBorrowerMailAddress","45","156635","54051981628858"
"utBorrowerName","45","3582168","2256954921893405"
"utBorrowerNameDescriptionCode","45","2278885","1608744102680446"
"utBuyerMailAddress","45","3585655","2410991895133350"
"utBuyerName","45","5171567","3502847154614073"
"utBuyerNameDescriptionCode","45","5051645","3436658961341081"
"utForeclosureNameAddress","45","207386","110757962555"
"utForeclosureOriginalLoan","45","32339","24127094144"
"utLegacy","45","12002","11989530411063"
"utMain","45","6020354","3850993372264718"
"utPropertyInfo","45","6662539","4255216910130553"
"utSellerMailAddress","45","293979","209602146325742"
"utSellerName","45","5397444","3704403679111711"
"utSellerNameDescriptionCode","45","3826500","2588569212370098"
"utBKManagedSpecific","46","448381","1853258744535"
"utBorrowerMailAddress","46","50224","210698674229"
"utBorrowerName","46","372678","1537021715472"
"utBorrowerNameDescriptionCode","46","336183","1384332435083"
"utBuyerMailAddress","46","227301","941574550075"
"utBuyerName","46","359307","1490217755359"
"utBuyerNameDescriptionCode","46","308075","1275656420324"
"utForeclosureNameAddress","46","17","546584"
"utLegacy","46","13","56791787"
"utMain","46","448523","1853263452388"
"utPropertyInfo","46","454231","1876956229129"
"utSellerMailAddress","46","108129","448028883958"
"utSellerName","46","375096","1556689508024"
"utSellerNameDescriptionCode","46","345603","1433465572807"
"utBKManagedSpecific","47","11054097","1778759776974311"
"utBorrowerMailAddress","47","2088508","10103905419249"
"utBorrowerName","47","8067239","1349479033106229"
"utBorrowerNameDescriptionCode","47","4204872","962867581902099"
"utBuyerMailAddress","47","6014355","1008154774261283"
"utBuyerName","47","7688163","1411375426812298"
"utBuyerNameDescriptionCode","47","5094120","1281063655135645"
"utForeclosureNameAddress","47","279601","7879591917452"
"utForeclosureOriginalLoan","47","40720","1486423318344"
"utLegacy","47","1625685","268393342543639"
"utMain","47","11395003","1833441370381754"
"utPropertyInfo","47","11771757","1913310145174072"
"utSellerMailAddress","47","346115","99990175814891"
"utSellerName","47","7249054","1402761145134004"
"utSellerNameDescriptionCode","47","4409400","1116543453970059"
"utBKManagedSpecific","48","25677597","7365177193378329"
"utBorrowerMailAddress","48","47860","16083242782363"
"utBorrowerName","48","14099895","4343003376924773"
"utBorrowerNameDescriptionCode","48","11224735","3546053554771762"
"utBuyerMailAddress","48","17842150","5070442461776252"
"utBuyerName","48","25769659","7350473482221287"
"utBuyerNameDescriptionCode","48","24239713","6939475730178467"
"utForeclosureNameAddress","48","870184","325372835579807"
"utForeclosureNODNOSDoc","48","998","421407771337"
"utForeclosureOriginalLoan","48","540547","202730495187717"
"utLegacy","48","417592","151563104397858"
"utMain","48","26618922","7764272158449460"
"utPropertyInfo","48","26752341","7799039404729034"
"utSellerMailAddress","48","7262401","2067395727080533"
"utSellerName","48","27993564","7988613011602074"
"utSellerNameDescriptionCode","48","22853272","6522103864108470"
"utBKManagedSpecific","49","4623781","2577078332629995"
"utBorrowerMailAddress","49","13005","3586102632955"
"utBorrowerName","49","2561477","1448025662772849"
"utBorrowerNameDescriptionCode","49","2107869","1262082286221459"
"utBuyerMailAddress","49","3229167","1789656060256158"
"utBuyerName","49","5071884","2878670270607216"
"utBuyerNameDescriptionCode","49","4921694","2796269405798742"
"utForeclosureNameAddress","49","172338","1828956260419"
"utForeclosureNODNOSDoc","49","28172","409913512018"
"utForeclosureOriginalLoan","49","64000","853774345585"
"utLegacy","49","55536","25058031384642"
"utMain","49","4896113","2677077203348197"
"utPropertyInfo","49","5343708","2977571709617514"
"utRegionSpecific","49","18","18008624220"
"utSellerMailAddress","49","782761","409634872795592"
"utSellerName","49","5091547","2880544098865729"
"utSellerNameDescriptionCode","49","3698277","2091531083951540"
"utBKManagedSpecific","50","835303","3582088449760"
"utBuyerMailAddress","50","835303","3582088449760"
"utBuyerName","50","1286994","5515772553386"
"utBuyerNameDescriptionCode","50","1269169","5437095016699"
"utMain","50","835303","3582088449760"
"utPropertyInfo","50","835304","3582093126454"
"utSellerMailAddress","50","755977","3239054886915"
"utSellerName","50","1207072","5174292254708"
"utSellerNameDescriptionCode","50","1180392","5057342840474"
"utBKManagedSpecific","51","6573701","1478001047773531"
"utBorrowerMailAddress","51","5110","498574754719"
"utBorrowerName","51","5113554","1156396933770623"
"utBorrowerNameDescriptionCode","51","3603578","965235681416950"
"utBuyerMailAddress","51","3623177","834496507944199"
"utBuyerName","51","4602985","1078299072863266"
"utBuyerNameDescriptionCode","51","2664311","619233672320790"
"utForeclosureNameAddress","51","310109","7886021829628"
"utForeclosureOriginalLoan","51","121440","2573941423821"
"utLegacy","51","7012","3897242428257"
"utMain","51","6939323","1540118134868930"
"utPropertyInfo","51","7128049","1594198590959036"
"utSellerMailAddress","51","49276","13696767963556"
"utSellerName","51","4635362","1089539739606134"
"utSellerNameDescriptionCode","51","2275122","502374882893691"
"utBKManagedSpecific","53","9384552","3343949314787239"
"utBorrowerMailAddress","53","2616","1089887420336"
"utBorrowerName","53","6881945","2521904972814910"
"utBorrowerNameDescriptionCode","53","6324403","2296149506235201"
"utBuyerMailAddress","53","5515773","1892400301043916"
"utBuyerName","53","8607789","2964661744435250"
"utBuyerNameDescriptionCode","53","8260096","2836268558367480"
"utForeclosureNameAddress","53","340746","898303636665"
"utForeclosureNODNOSDoc","53","75827","126885139681"
"utForeclosureOriginalLoan","53","199626","512833849522"
"utLegacy","53","189686","88348476759881"
"utMain","53","9722561","3404208329080624"
"utPropertyInfo","53","10631418","3565332111283480"
"utSellerMailAddress","53","659255","221065468307889"
"utSellerName","53","8920600","3057789521340332"
"utSellerNameDescriptionCode","53","7641287","2582775710137010"
"utBKManagedSpecific","54","1322436","123681594148003"
"utBorrowerMailAddress","54","161505","793895027725"
"utBorrowerName","54","955651","101668141538616"
"utBorrowerNameDescriptionCode","54","844801","100339883824850"
"utBuyerMailAddress","54","739004","61700042644690"
"utBuyerName","54","1090665","94431376198476"
"utBuyerNameDescriptionCode","54","941478","91925208448169"
"utForeclosureNameAddress","54","8162","7137737170"
"utForeclosureOriginalLoan","54","5855","6123533223"
"utMain","54","1331941","124474540887553"
"utPropertyInfo","54","1392853","130901083012281"
"utSellerMailAddress","54","28077","2600310424207"
"utSellerName","54","1165583","99226044359324"
"utSellerNameDescriptionCode","54","1013725","95510441114535"
"utBKManagedSpecific","55","6048342","2548241811071878"
"utBorrowerMailAddress","55","47362","12813608255866"
"utBorrowerName","55","5288376","2405501007666364"
"utBorrowerNameDescriptionCode","55","5017173","2337150435051940"
"utBuyerMailAddress","55","3066537","1182926749764518"
"utBuyerName","55","4589004","1829793928564799"
"utBuyerNameDescriptionCode","55","4428894","1781497102335509"
"utForeclosureNameAddress","55","181919","8423566546795"
"utForeclosureNODNOSDoc","55","33842","1317543799291"
"utForeclosureOriginalLoan","55","82533","2638516631874"
"utLegacy","55","20699","5511630467462"
"utMain","55","6296891","2604438603135572"
"utPropertyInfo","55","7211565","2998973548976205"
"utSellerMailAddress","55","1093008","410734695119043"
"utSellerName","55","4893572","1923779538188740"
"utSellerNameDescriptionCode","55","4468327","1763228672510567"
"utBKManagedSpecific","56","569341","406288471207599"
"utBorrowerMailAddress","56","7681","479717247327"
"utBorrowerName","56","372485","259626577270207"
"utBorrowerNameDescriptionCode","56","349369","251205976177032"
"utBuyerMailAddress","56","355375","259725871528789"
"utBuyerName","56","571267","421422576717197"
"utBuyerNameDescriptionCode","56","547563","411432752809426"
"utForeclosureNameAddress","56","4070","2025837035"
"utForeclosureOriginalLoan","56","2325","1254661592"
"utLegacy","56","2374","2375123561752"
"utMain","56","587537","420001123315681"
"utPropertyInfo","56","595049","425573886950814"
"utSellerMailAddress","56","56377","38602273025400"
"utSellerName","56","588124","435031754310018"
"utSellerNameDescriptionCode","56","536379","396736570437796"
