Subsidy_percentage,OBJECTIVE
0.01,7.04E+07
0.0101,7.04E+07
0.0102,7.04E+07
0.0103,7.04E+07
0.0104,7.04E+07
0.0105,7.04E+07
0.0106,7.04E+07
0.0107,7.04E+07
0.0108,7.04E+07
0.0109,7.04E+07
0.011,7.04E+07
0.0111,7.04E+07
0.0112,7.04E+07
0.0113,7.04E+07
0.0114,7.04E+07
0.0115,7.04E+07
0.0116,7.04E+07
0.0117,7.05E+07
0.0118,7.05E+07
0.0119,7.05E+07
0.012,7.05E+07
0.0121,7.05E+07
0.0122,7.05E+07
0.0123,7.05E+07
0.0124,7.05E+07
0.0125,7.05E+07
0.0126,7.05E+07
0.0127,7.05E+07
0.0128,7.04E+07
0.0129,7.04E+07
0.013,7.04E+07
0.0131,7.04E+07
0.0132,7.04E+07
0.0133,7.04E+07
0.0134,7.04E+07
0.0135,7.04E+07
0.0136,7.04E+07
0.0137,7.04E+07
0.0138,7.04E+07
0.0139,7.04E+07
0.014,7.04E+07
0.0141,7.04E+07
0.0142,7.04E+07
0.0143,7.04E+07
0.0144,7.04E+07
0.0145,7.04E+07
0.0146,7.04E+07
0.0147,7.04E+07
0.0148,7.04E+07
0.0149,7.04E+07
0.015,7.04E+07
0.0151,7.04E+07
0.0152,7.04E+07
0.0153,7.04E+07
0.0154,7.04E+07
0.0155,7.04E+07
0.0156,7.04E+07
0.0157,7.04E+07
0.0158,7.04E+07
0.0159,7.04E+07
0.016,7.04E+07
0.0161,7.04E+07
0.0162,7.04E+07
0.0163,7.04E+07
0.0164,7.04E+07
0.0165,7.03E+07
0.0166,7.03E+07
0.0167,7.03E+07
0.0168,7.03E+07
0.0169,7.03E+07
0.017,7.03E+07
0.0171,7.03E+07
0.0172,7.03E+07
0.0173,7.03E+07
0.0174,7.03E+07
0.0175,7.03E+07
0.0176,7.03E+07
0.0177,7.04E+07
0.0178,7.04E+07
0.0179,7.04E+07
0.018,7.04E+07
0.0181,7.04E+07
0.0182,7.03E+07
0.0183,7.03E+07
0.0184,7.03E+07
0.0185,7.03E+07
0.0186,7.03E+07
0.0187,7.03E+07
0.0188,7.03E+07
0.0189,7.04E+07
0.019,7.04E+07
0.0191,7.04E+07
0.0192,7.04E+07
0.0193,7.04E+07
0.0194,7.03E+07
0.0195,7.03E+07
0.0196,7.03E+07
0.0197,7.03E+07
0.0198,7.03E+07
0.0199,7.03E+07
0.02,7.03E+07
0.0201,7.03E+07
0.0202,7.03E+07
0.0203,7.03E+07
0.0204,7.03E+07
0.0205,7.03E+07
0.0206,7.03E+07
0.0207,7.03E+07
0.0208,7.03E+07
0.0209,7.03E+07
0.021,7.03E+07
0.0211,7.03E+07
0.0212,7.03E+07
0.0213,7.03E+07
0.0214,7.03E+07
0.0215,7.03E+07
0.0216,7.03E+07
0.0217,7.03E+07
0.0218,7.03E+07
0.0219,7.03E+07
0.022,7.03E+07
0.0221,7.03E+07
0.0222,7.04E+07
0.0223,7.04E+07
0.0224,7.04E+07
0.0225,7.04E+07
0.0226,7.04E+07
0.0227,7.04E+07
0.0228,7.04E+07
0.0229,7.04E+07
0.023,7.04E+07
0.0231,7.04E+07
0.0232,7.04E+07
0.0233,7.04E+07
0.0234,7.04E+07
0.0235,7.04E+07
0.0236,7.04E+07
0.0237,7.04E+07
0.0238,7.04E+07
0.0239,7.04E+07
0.024,7.04E+07
0.0241,7.04E+07
0.0242,7.04E+07
0.0243,7.04E+07
0.0244,7.04E+07
0.0245,7.04E+07
0.0246,7.04E+07
