Subsidy_percentage,OBJECTIVE
0.009,1.25E+07
0.0091,1.25E+07
0.0092,1.25E+07
0.0093,1.25E+07
0.0094,1.25E+07
0.0095,1.25E+07
0.0096,1.25E+07
0.0097,1.25E+07
0.0098,1.25E+07
0.0099,1.25E+07
0.01,1.25E+07
0.0101,1.26E+07
0.0102,1.26E+07
0.0103,1.26E+07
0.0104,1.26E+07
0.0105,1.26E+07
0.0106,1.26E+07
0.0107,1.26E+07
0.0108,1.26E+07
0.0109,1.26E+07
0.011,1.26E+07
0.0111,1.26E+07
0.0112,1.26E+07
0.0113,1.26E+07
0.0114,1.26E+07
0.0115,1.26E+07
0.0116,1.26E+07
0.0117,1.26E+07
0.0118,1.26E+07
0.0119,1.26E+07
0.012,1.26E+07
0.0121,1.26E+07
0.0122,1.26E+07
0.0123,1.26E+07
0.0124,1.26E+07
0.0125,1.26E+07
0.0126,1.26E+07
0.0127,1.26E+07
0.0128,1.26E+07
0.0129,1.26E+07
0.013,1.26E+07
0.0131,1.26E+07
0.0132,1.26E+07
0.0133,1.26E+07
0.0134,1.26E+07
0.0135,1.26E+07
0.0136,1.26E+07
0.0137,1.26E+07
0.0138,1.26E+07
0.0139,1.26E+07
0.014,1.26E+07
0.0141,1.26E+07
0.0142,1.26E+07
0.0143,1.26E+07
0.0144,1.26E+07
0.0145,1.26E+07
0.0146,1.26E+07
0.0147,1.26E+07
0.0148,1.26E+07
0.0149,1.26E+07
0.015,1.26E+07
0.0151,1.26E+07
0.0152,1.26E+07
0.0153,1.26E+07
0.0154,1.26E+07
0.0155,1.26E+07
0.0156,1.26E+07
0.0157,1.26E+07
0.0158,1.26E+07
0.0159,1.26E+07
0.016,1.26E+07
0.0161,1.26E+07
0.0162,1.26E+07
0.0163,1.26E+07
0.0164,1.26E+07
0.0165,1.27E+07
0.0166,1.27E+07
0.0167,1.27E+07
0.0168,1.27E+07
0.0169,1.27E+07
0.017,1.27E+07
0.0171,1.27E+07
0.0172,1.27E+07
0.0173,1.27E+07
0.0174,1.27E+07
0.0175,1.27E+07
0.0176,1.27E+07
0.0177,1.27E+07
0.0178,1.27E+07
0.0179,1.27E+07
0.018,1.27E+07
0.0181,1.27E+07
0.0182,1.27E+07
0.0183,1.27E+07
0.0184,1.27E+07
0.0185,1.27E+07
0.0186,1.27E+07
0.0187,1.27E+07
0.0188,1.27E+07
0.0189,1.27E+07
0.019,1.27E+07
0.0191,1.27E+07
0.0192,1.28E+07
0.0193,1.28E+07
0.0194,1.28E+07
0.0195,1.28E+07
0.0196,1.28E+07
0.0197,1.28E+07
0.0198,1.28E+07
0.0199,1.28E+07
0.02,1.28E+07
0.0201,1.28E+07
0.0202,1.28E+07
0.0203,1.28E+07
0.0204,1.28E+07
0.0205,1.28E+07
0.0206,1.28E+07
0.0207,1.28E+07
0.0208,1.28E+07
0.0209,1.28E+07
0.021,1.28E+07
0.0211,1.28E+07
0.0212,1.29E+07
0.0213,1.29E+07
0.0214,1.29E+07
0.0215,1.29E+07
0.0216,1.28E+07
0.0217,1.29E+07
0.0218,1.29E+07
0.0219,1.29E+07
0.022,1.29E+07
0.0221,1.29E+07
0.0222,1.29E+07
0.0223,1.29E+07
0.0224,1.29E+07
0.0225,1.29E+07
0.0226,1.29E+07
0.0227,1.29E+07
0.0228,1.29E+07
0.0229,1.29E+07
0.023,1.29E+07
0.0231,1.29E+07
0.0232,1.29E+07
0.0233,1.29E+07
0.0234,1.29E+07
0.0235,1.29E+07
0.0236,1.29E+07
0.0237,1.29E+07
0.0238,1.29E+07
0.0239,1.29E+07
0.024,1.29E+07
0.0241,1.29E+07
0.0242,1.30E+07
0.0243,1.30E+07
0.0244,1.30E+07
0.0245,1.30E+07
0.0246,1.30E+07
0.0247,1.30E+07
0.0248,1.30E+07
0.0249,1.30E+07
0.025,1.30E+07
0.0251,1.30E+07
0.0252,1.30E+07
0.0253,1.30E+07
0.0254,1.30E+07
0.0255,1.30E+07
0.0256,1.30E+07
0.0257,1.30E+07
0.0258,1.30E+07
0.0259,1.31E+07
0.026,1.31E+07
0.0261,1.31E+07
0.0262,1.31E+07
0.0263,1.31E+07
0.0264,1.31E+07
0.0265,1.31E+07
0.0266,1.31E+07
0.0267,1.31E+07
0.0268,1.31E+07
0.0269,1.31E+07
0.027,1.31E+07
0.0271,1.31E+07
0.0272,1.31E+07
0.0273,1.31E+07
0.0274,1.31E+07
0.0275,1.32E+07
0.0276,1.32E+07
0.0277,1.32E+07
0.0278,1.32E+07
0.0279,1.32E+07
0.028,1.32E+07
0.0281,1.32E+07
0.0282,1.32E+07
0.0283,1.32E+07
0.0284,1.32E+07
0.0285,1.32E+07
0.0286,1.32E+07
0.0287,1.32E+07
0.0288,1.32E+07
0.0289,1.32E+07
0.029,1.32E+07
0.0291,1.32E+07
0.0292,1.32E+07
0.0293,1.32E+07
0.0294,1.32E+07
0.0295,1.31E+07
0.0296,1.31E+07
0.0297,1.31E+07
0.0298,1.32E+07
0.0299,1.32E+07
0.03,1.32E+07
