Year,Objective
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,5.75E+08
51,1.84E+09
52,3.25E+09
53,4.95E+09
54,6.89E+09
55,9.36E+09
56,1.06E+10
57,1.22E+10
58,1.40E+10
59,1.59E+10
60,1.75E+10
61,1.83E+10
62,1.85E+10
63,1.85E+10
64,1.85E+10
65,1.85E+10
66,1.86E+10
67,1.87E+10
68,1.88E+10
69,1.90E+10
70,1.96E+10
71,1.98E+10
72,1.98E+10
73,1.98E+10
74,1.98E+10
75,1.98E+10
76,1.98E+10
77,1.98E+10
78,1.98E+10
79,1.98E+10
80,1.98E+10
81,1.98E+10
