Year,Objective
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,2.26E+09
21,5.16E+09
22,8.54E+09
23,1.34E+10
24,1.73E+10
25,2.22E+10
26,2.84E+10
27,3.45E+10
28,3.79E+10
29,3.89E+10
30,3.89E+10
31,3.89E+10
32,3.90E+10
33,3.93E+10
34,3.93E+10
35,3.98E+10
36,4.06E+10
37,4.20E+10
38,4.20E+10
39,4.20E+10
40,4.20E+10
41,4.20E+10
42,4.20E+10
43,4.20E+10
44,4.20E+10
45,4.20E+10
46,4.20E+10
47,4.20E+10
48,4.20E+10
49,4.20E+10
50,4.20E+10
51,4.20E+10
52,4.20E+10
53,4.20E+10
54,4.20E+10
55,4.20E+10
56,4.20E+10
57,4.20E+10
58,4.20E+10
59,4.20E+10
60,4.20E+10
61,4.20E+10
62,4.20E+10
63,4.20E+10
64,4.20E+10
65,4.20E+10
66,4.20E+10
67,4.20E+10
68,4.20E+10
69,4.20E+10
70,4.20E+10
71,4.20E+10
72,4.20E+10
73,4.20E+10
74,4.20E+10
75,4.20E+10
76,4.20E+10
77,4.20E+10
78,4.20E+10
79,4.20E+10
80,4.20E+10
81,4.20E+10
