[run number],Subsidy,Moving_Cost_Multiplier,[step],OBJECTIVE
1729,0.29,18,101,1.73E+11
1730,0.3,18,101,1.73E+11
1731,0.31,18,101,1.73E+11
1732,0.32,18,101,1.73E+11
1733,0.33,18,101,1.72E+11
1734,0.34,18,101,1.72E+11
1735,0.35,18,101,1.71E+11
1736,0.36,18,101,1.71E+11
1737,0.37,18,101,1.71E+11
1738,0.38,18,101,1.71E+11
1739,0.39,18,101,1.70E+11
1740,0.4,18,101,1.70E+11
1741,0.41,18,101,1.70E+11
1742,0.42,18,101,1.69E+11
1743,0.43,18,101,1.69E+11
1744,0.44,18,101,1.69E+11
1745,0.45,18,101,1.68E+11
1746,0.46,18,101,1.68E+11
1747,0.47,18,101,1.67E+11
1748,0.48,18,101,1.67E+11
1749,0.49,18,101,1.67E+11
1750,0.5,18,101,1.66E+11
1751,0.51,18,101,1.66E+11
1752,0.52,18,101,1.66E+11
1753,0.53,18,101,1.65E+11
1754,0.54,18,101,1.65E+11
1755,0.55,18,101,1.65E+11
1756,0.56,18,101,1.65E+11
1757,0.57,18,101,1.64E+11
1758,0.58,18,101,1.64E+11
1759,0.59,18,101,1.64E+11
1760,0.6,18,101,1.63E+11
1761,0.61,18,101,1.63E+11
1762,0.62,18,101,1.63E+11
1763,0.63,18,101,1.63E+11
1764,0.64,18,101,1.62E+11
1765,0.65,18,101,1.62E+11
1766,0.66,18,101,1.62E+11
1767,0.67,18,101,1.61E+11
1768,0.68,18,101,1.61E+11
1770,0.7,18,101,1.60E+11
1769,0.69,18,101,1.61E+11
1771,0.71,18,101,1.60E+11
1772,0.72,18,101,1.60E+11
1773,0.73,18,101,1.59E+11
1774,0.74,18,101,1.59E+11
1775,0.75,18,101,1.59E+11
1776,0.76,18,101,1.58E+11
1777,0.77,18,101,1.58E+11
1778,0.78,18,101,1.58E+11
1779,0.79,18,101,1.57E+11
1780,0.8,18,101,1.57E+11
1781,0.81,18,101,1.57E+11
1782,0.82,18,101,1.57E+11
1783,0.83,18,101,1.56E+11
1784,0.84,18,101,1.56E+11
1785,0.85,18,101,1.56E+11
1786,0.86,18,101,1.55E+11
1787,0.87,18,101,1.55E+11
1788,0.88,18,101,1.55E+11
1789,0.89,18,101,1.54E+11
1790,0.9,18,101,1.54E+11
1791,0.91,18,101,1.54E+11
1792,0.92,18,101,1.53E+11
1793,0.93,18,101,1.53E+11
1794,0.94,18,101,1.53E+11
1796,0.96,18,101,1.52E+11
1795,0.95,18,101,1.53E+11
1797,0.97,18,101,1.52E+11
1798,0.98,18,101,1.52E+11
1799,0.99,18,101,1.51E+11
1800,1,18,101,1.51E+11
1801,0.01,19,101,2.22E+11
1802,0.02,19,101,2.22E+11
1803,0.03,19,101,2.22E+11
1804,0.04,19,101,2.21E+11
1805,0.05,19,101,2.21E+11
1806,0.06,19,101,2.21E+11
1807,0.07,19,101,2.20E+11
1808,0.08,19,101,2.20E+11
1809,0.09,19,101,2.19E+11
1810,0.1,19,101,2.19E+11
1811,0.11,19,101,2.19E+11
1812,0.12,19,101,2.18E+11
1813,0.13,19,101,2.18E+11
1814,0.14,19,101,2.17E+11
1815,0.15,19,101,2.17E+11
1816,0.16,19,101,2.17E+11
1817,0.17,19,101,2.16E+11
1818,0.18,19,101,2.16E+11
1819,0.19,19,101,2.15E+11
1820,0.2,19,101,2.15E+11
1821,0.21,19,101,2.14E+11
1822,0.22,19,101,2.14E+11
1823,0.23,19,101,2.14E+11
1824,0.24,19,101,2.13E+11
1825,0.25,19,101,2.13E+11
1826,0.26,19,101,2.12E+11
1827,0.27,19,101,2.12E+11
1828,0.28,19,101,2.12E+11
1829,0.29,19,101,2.11E+11
1830,0.3,19,101,2.11E+11
1831,0.31,19,101,2.11E+11
1832,0.32,19,101,2.10E+11
1833,0.33,19,101,2.10E+11
1834,0.34,19,101,2.09E+11
1835,0.35,19,101,2.09E+11
1836,0.36,19,101,2.08E+11
1837,0.37,19,101,2.08E+11
1838,0.38,19,101,2.08E+11
1839,0.39,19,101,2.07E+11
1840,0.4,19,101,2.07E+11
1841,0.41,19,101,2.06E+11
1842,0.42,19,101,2.06E+11
1843,0.43,19,101,2.06E+11
1844,0.44,19,101,2.05E+11
1845,0.45,19,101,2.05E+11
1846,0.46,19,101,2.05E+11
1847,0.47,19,101,2.04E+11
1848,0.48,19,101,2.04E+11
1849,0.49,19,101,2.04E+11
1850,0.5,19,101,2.03E+11
1851,0.51,19,101,2.03E+11
1852,0.52,19,101,2.03E+11
1853,0.53,19,101,2.02E+11
1855,0.55,19,101,2.02E+11
1854,0.54,19,101,2.02E+11
1856,0.56,19,101,2.01E+11
1857,0.57,19,101,2.01E+11
1858,0.58,19,101,2.01E+11
1859,0.59,19,101,2.00E+11
1860,0.6,19,101,2.00E+11
1861,0.61,19,101,1.99E+11
1862,0.62,19,101,1.99E+11
1863,0.63,19,101,1.99E+11
1864,0.64,19,101,1.98E+11
1865,0.65,19,101,1.98E+11
1866,0.66,19,101,1.98E+11
1867,0.67,19,101,1.97E+11
1868,0.68,19,101,1.97E+11
1869,0.69,19,101,1.96E+11
1870,0.7,19,101,1.96E+11
1871,0.71,19,101,1.96E+11
1872,0.72,19,101,1.95E+11
1873,0.73,19,101,1.95E+11
1874,0.74,19,101,1.94E+11
1875,0.75,19,101,1.94E+11
1876,0.76,19,101,1.94E+11
1877,0.77,19,101,1.93E+11
1878,0.78,19,101,1.93E+11
1879,0.79,19,101,1.93E+11
1880,0.8,19,101,1.92E+11
1881,0.81,19,101,1.92E+11
1882,0.82,19,101,1.92E+11
1883,0.83,19,101,1.91E+11
1884,0.84,19,101,1.91E+11
1885,0.85,19,101,1.91E+11
1886,0.86,19,101,1.90E+11
1887,0.87,19,101,1.90E+11
1888,0.88,19,101,1.90E+11
1889,0.89,19,101,1.89E+11
1890,0.9,19,101,1.89E+11
1891,0.91,19,101,1.89E+11
1892,0.92,19,101,1.88E+11
1893,0.93,19,101,1.88E+11
1894,0.94,19,101,1.88E+11
1895,0.95,19,101,1.87E+11
1896,0.96,19,101,1.87E+11
1897,0.97,19,101,1.87E+11
1898,0.98,19,101,1.86E+11
1899,0.99,19,101,1.86E+11
1900,1,19,101,1.85E+11
1901,0.01,20,101,2.68E+11
1902,0.02,20,101,2.67E+11
1903,0.03,20,101,2.67E+11
1904,0.04,20,101,2.67E+11
1905,0.05,20,101,2.66E+11
1906,0.06,20,101,2.65E+11
1907,0.07,20,101,2.65E+11
1908,0.08,20,101,2.64E+11
1909,0.09,20,101,2.64E+11
1910,0.1,20,101,2.63E+11
1911,0.11,20,101,2.63E+11
1912,0.12,20,101,2.62E+11
1913,0.13,20,101,2.62E+11
1914,0.14,20,101,2.62E+11
1915,0.15,20,101,2.61E+11
1916,0.16,20,101,2.61E+11
1917,0.17,20,101,2.60E+11
1918,0.18,20,101,2.60E+11
1919,0.19,20,101,2.59E+11
1921,0.21,20,101,2.58E+11
1920,0.2,20,101,2.59E+11
1922,0.22,20,101,2.58E+11
1923,0.23,20,101,2.57E+11
1924,0.24,20,101,2.57E+11
1925,0.25,20,101,2.56E+11
1926,0.26,20,101,2.56E+11
1927,0.27,20,101,2.55E+11
1928,0.28,20,101,2.55E+11
1929,0.29,20,101,2.54E+11
1930,0.3,20,101,2.54E+11
1931,0.31,20,101,2.54E+11
1932,0.32,20,101,2.53E+11
1933,0.33,20,101,2.53E+11
1934,0.34,20,101,2.52E+11
1935,0.35,20,101,2.52E+11
1936,0.36,20,101,2.51E+11
1937,0.37,20,101,2.51E+11
1938,0.38,20,101,2.51E+11
1939,0.39,20,101,2.50E+11
1940,0.4,20,101,2.50E+11
1941,0.41,20,101,2.49E+11
1942,0.42,20,101,2.49E+11
1943,0.43,20,101,2.49E+11
1944,0.44,20,101,2.48E+11
1945,0.45,20,101,2.48E+11
1946,0.46,20,101,2.47E+11
1947,0.47,20,101,2.47E+11
1948,0.48,20,101,2.46E+11
1949,0.49,20,101,2.46E+11
1950,0.5,20,101,2.46E+11
1951,0.51,20,101,2.45E+11
1952,0.52,20,101,2.45E+11
1953,0.53,20,101,2.44E+11
1954,0.54,20,101,2.44E+11
1955,0.55,20,101,2.43E+11
1956,0.56,20,101,2.43E+11
1957,0.57,20,101,2.43E+11
1958,0.58,20,101,2.42E+11
1959,0.59,20,101,2.42E+11
1960,0.6,20,101,2.41E+11
1961,0.61,20,101,2.41E+11
1962,0.62,20,101,2.40E+11
1963,0.63,20,101,2.40E+11
1964,0.64,20,101,2.40E+11
1965,0.65,20,101,2.39E+11
1966,0.66,20,101,2.39E+11
1967,0.67,20,101,2.38E+11
1968,0.68,20,101,2.38E+11
1969,0.69,20,101,2.37E+11
1970,0.7,20,101,2.37E+11
1971,0.71,20,101,2.37E+11
1972,0.72,20,101,2.36E+11
1973,0.73,20,101,2.36E+11
1974,0.74,20,101,2.36E+11
1975,0.75,20,101,2.35E+11
1976,0.76,20,101,2.35E+11
1977,0.77,20,101,2.34E+11
1978,0.78,20,101,2.34E+11
1979,0.79,20,101,2.34E+11
1980,0.8,20,101,2.33E+11
1981,0.81,20,101,2.33E+11
1982,0.82,20,101,2.32E+11
1983,0.83,20,101,2.32E+11
1984,0.84,20,101,2.32E+11
1985,0.85,20,101,2.31E+11
1986,0.86,20,101,2.31E+11
1987,0.87,20,101,2.30E+11
1988,0.88,20,101,2.30E+11
1990,0.9,20,101,2.29E+11
1989,0.89,20,101,2.29E+11
1991,0.91,20,101,2.29E+11
1992,0.92,20,101,2.28E+11
1993,0.93,20,101,2.28E+11
1994,0.94,20,101,2.27E+11
1995,0.95,20,101,2.27E+11
1996,0.96,20,101,2.27E+11
1997,0.97,20,101,2.26E+11
1998,0.98,20,101,2.26E+11
1999,0.99,20,101,2.25E+11
2000,1,20,101,2.25E+11
