who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,total_market_value,structure_value,sq.ft.,damage_pct_10y,damage_pct_100y,cost_to_personal_property_10y,cost_to_personal_property_100y,latitude,longitude,elevation,stories,basement,inundation_10y,inundation_100y,future_loss,future_benefit,mot_year,ori_year,ori_moved?,nearhouse,move,normal_inf?,poor_inf?,s_prime,moved?,cnear,nbpast_move
0,15,332,-664.7955359,146.7771786,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",349000,245000,1571,0.672,0.732,50000,50000,40.584262,-73.938671,1.8,1,"""""",85,114,9593836.517,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1,85,106,-832.8369638,111.7641135,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1613000,1284000,3000,0.587,0.587,50000,50000,40.581301,-73.952882,0.9,2,"""""",121,149,5.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
2,35,133,-250.5747758,517.3646356,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",729000,523000,2717,0.449,0.557,50000,50000,40.615602,-73.903641,1.9,2,"""""",81,110,2.95E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
3,35,150,-664.8664844,88.13827626,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",680000,467000,2500,0.586,0.672,50000,50000,40.579303,-73.938677,2.3,1,"""""",65,94,2.81E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
4,25,336,-465.1583937,513.3678724,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",490000,323000,2000,0.362,0.449,50000,50000,40.615264,-73.921788,2.7,2,"""""",50,78,2.26E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
5,35,339,-821.7217051,215.6563087,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",625000,470000,1600,0,0.152,0,20624,40.590087,-73.951942,4.5,2,"""""",0,8,2.65E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
6,125,12,-771.5256695,111.1965258,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2564000,1726000,9360,0.754,0.754,50000,50000,40.581253,-73.947697,0.2,1,"""""",148,177,8.21E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
7,45,73,-261.7846326,509.3238101,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",801000,598000,2592,0.524,0.587,50000,50000,40.614922,-73.904589,1.4,2,"""""",101,130,3.16E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
8,35,17,-696.6986935,196.2873791,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",675000,515000,1800,0.314,0.407,50000,50000,40.588449,-73.941369,2.9,2,"""""",42,71,2.79E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
9,25,240,-738.1207695,214.7103292,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",565000,409000,2200,0.471,0.586,50000,50000,40.590007,-73.944872,3,1,"""""",38,67,2.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
10,25,125,-576.6657236,522.3665021,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",565000,442000,2000,0,0.209,0,43001,40.616025,-73.931218,4.1,2,"""""",0,23,2.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
11,35,192,-545.3419784,616.7634283,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",642000,461000,2650,0,0.152,0,7207,40.624008,-73.928569,4.6,2.5,"""""",0,4,2.70E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
12,25,76,-397.6154596,522.8276671,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",581000,351000,2804,0.362,0.449,50000,50000,40.616064,-73.916076,2.7,2,"""""",50,78,2.53E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
13,35,229,-575.1639812,715.4527365,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",610000,462000,2167,0,0,0,0,40.632354,-73.931091,6.5,2,"""""",0,0,2.61E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
14,25,88,-525.9375746,431.2095555,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",561000,390000,2500,0.263,0.407,46633,50000,40.608316,-73.926928,3.1,2,"""""",34,63,2.47E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
15,25,217,-598.624272,693.7898066,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",520000,340000,2433,0,0,0,0,40.630522,-73.933075,6.9,2,"""""",0,0,2.35E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
16,25,201,-485.6743234,537.9869881,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",502000,345000,3000,0,0.321,0,43001,40.617346,-73.923523,4.1,1,"""""",0,23,2.30E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
17,25,335,-512.5401403,573.283847,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",471000,313000,3000,0,0,0,0,40.620331,-73.925795,4.8,2,"""""",0,0,2.21E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
18,25,292,-250.2673325,720.6437988,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",521000,361000,1800,0.488,0.557,50000,50000,40.632793,-73.903615,1.7,2,"""""",89,118,2.35E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
19,25,136,-592.8419725,677.2588154,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",435000,291000,2048,0,0,0,0,40.629124,-73.932586,6.5,2,"""""",0,0,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
20,25,209,-504.723985,446.2033301,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",492000,360000,2000,0.314,0.407,50000,50000,40.609584,-73.925134,3,2,"""""",38,67,2.27E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
21,25,121,-553.1817833,415.5890695,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",567000,409000,2267,0.401,0.532,46633,50000,40.606995,-73.929232,3.2,1,"""""",30,59,2.49E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
22,35,313,-579.9884765,526.8007808,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",650000,499000,2017,0,0.209,0,43001,40.6164,-73.931499,4.1,2.5,"""""",0,23,2.72E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
23,15,236,-235.4627538,841.7882946,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",338000,219000,1873,0,0,0,0,40.643038,-73.902363,5.8,2,"""""",0,0,9431229.118,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
24,25,279,-513.663491,759.5945034,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",481000,327000,2000,0,0.152,0,20624,40.636087,-73.92589,4.5,2,"""""",0,8,2.24E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
25,25,114,-36.42867353,774.4818553,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",435000,306000,2133,0.362,0.488,50000,50000,40.637346,-73.885531,2.5,2,"""""",58,86,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
26,35,260,-535.2791218,421.4777917,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",616000,466000,2167,0.263,0.407,46633,50000,40.607493,-73.927718,3.1,2,"""""",34,63,2.63E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
27,35,328,-682.2843313,466.1398474,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",687000,512000,2025,0,0.152,0,7207,40.61127,-73.94015,4.6,2,"""""",0,4,2.83E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
28,35,214,-214.5920818,506.060181,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",662000,476000,2500,0.488,0.557,50000,50000,40.614646,-73.900598,1.8,2,"""""",85,114,2.76E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
29,45,11,-694.1681984,219.7240204,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",806000,631000,2608,0.314,0.407,50000,50000,40.590431,-73.941155,3,2,"""""",38,67,3.17E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
30,15,350,-115.6662788,745.4166361,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",369000,278000,1552,0.263,0.407,46633,50000,40.634888,-73.892232,3.1,2,"""""",34,63,9889486.332,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
31,15,293,-996.7752058,108.6423813,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",321000,195000,920,0.532,0.672,50000,50000,40.581037,-73.966746,2.5,1,"""""",58,86,9179926.775,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
32,25,300,-484.125282,627.1573778,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",431000,174000,4000,0,0.233,0,32317,40.624887,-73.923392,4.4,1,"""""",0,12,2.10E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
33,25,285,-333.1587835,571.6283829,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",562000,421000,2800,0.362,0.449,50000,50000,40.620191,-73.910625,2.7,2,"""""",50,78,2.47E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
34,65,8,-678.7605578,102.0087002,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1283000,920000,2525,0.587,0.587,50000,50000,40.580476,-73.939852,0.4,2,"""""",140,169,4.54E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
35,35,110,-382.0186231,407.4654708,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",675000,504000,1800,0.587,0.587,50000,50000,40.606308,-73.914757,0.7,2,"""""",128,157,2.79E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
36,25,140,-496.6358605,744.5652546,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",490000,233000,4000,0,0.209,0,43001,40.634816,-73.92445,4.3,2.5,"""""",0,15,2.26E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
37,25,160,-584.481879,491.7167673,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",569000,348000,2500,0,0.209,0,43001,40.613433,-73.931879,4.2,2,"""""",0,19,2.49E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
38,25,20,-17.03609441,827.5394788,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",430000,292000,2121,0.524,0.587,50000,50000,40.641833,-73.883891,1.4,2,"""""",101,130,2.09E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
39,15,345,-651.7291945,150.9631378,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",333000,218000,1287,0.632,0.705,50000,50000,40.584616,-73.937566,2,1,"""""",77,106,9357316.664,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
40,25,343,-624.2130167,177.166769,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",538000,329000,2600,0.362,0.449,50000,50000,40.586832,-73.935239,2.6,2,"""""",54,82,2.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
41,15,302,-909.5558988,175.6059029,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",364000,246000,1452,0.401,0.532,46633,50000,40.5867,-73.95937,3.3,1,"""""",26,55,9815573.879,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
42,25,72,-30.25615749,777.0832989,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",414000,286000,2125,0.362,0.449,50000,50000,40.637566,-73.885009,2.6,2,"""""",54,82,2.05E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
43,75,33,-704.4557251,87.39331743,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1457000,1038000,5940,0.557,0.587,50000,50000,40.57924,-73.942025,1.2,2,"""""",109,138,5.04E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
44,35,236,-837.022923,234.7296197,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",682000,536000,1700,0,0,0,0,40.5917,-73.953236,6.6,2,"""""",0,0,2.81E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
45,15,114,-447.4685776,709.575839,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",392000,239000,2500,0,0.209,0,43001,40.631857,-73.920292,4.3,2,"""""",0,15,1.98E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
46,25,237,-572.2432696,699.8204257,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",527000,387000,2200,0,0,0,0,40.631032,-73.930844,6.6,1,"""""",0,0,2.37E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
47,25,40,-496.3284172,526.1267705,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",447000,279000,2000,0,0.263,0,46633,40.616343,-73.924424,4,2,"""""",0,27,2.14E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
48,85,113,-755.4085443,84.42530684,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1611000,1163000,6000,0.587,0.587,50000,50000,40.578989,-73.946334,0.8,2,"""""",125,153,5.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
49,25,170,-563.2091657,615.5573045,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",512000,380000,2000,0,0.152,0,7207,40.623906,-73.93008,4.6,2,"""""",0,4,2.33E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
50,35,247,-551.5736182,414.1464508,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",710000,503000,3125,0.263,0.407,46633,50000,40.606873,-73.929096,3.1,2,"""""",34,63,2.90E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
51,35,87,-699.0045184,560.6904953,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",636000,456000,2032,0,0,0,0,40.619266,-73.941564,6.5,2,"""""",0,0,2.68E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
52,25,266,-578.4749093,711.7515918,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",475000,354000,1720,0,0,0,0,40.632041,-73.931371,6.7,2,"""""",0,0,2.22E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
53,25,8,-581.0290539,566.8511866,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",504000,320000,3500,0,0,0,0,40.619787,-73.931587,5.2,2,"""""",0,0,2.30E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
54,35,209,-279.2497785,556.2207423,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",791000,584000,3200,0.362,0.488,50000,50000,40.618888,-73.906066,2.5,2,"""""",58,86,3.13E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
55,95,325,-775.6170307,43.73636493,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1938000,1447000,4000,0.587,0.587,50000,50000,40.575548,-73.948043,0.8,2,"""""",125,153,6.42E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
56,25,316,-619.2466245,611.3003969,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",495000,342000,1833,0,0.152,0,7207,40.623546,-73.934819,4.6,2,"""""",0,4,2.28E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
57,25,175,-541.262442,457.9807745,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",526000,373000,2500,0,0.263,0,46633,40.61058,-73.928224,4,2,"""""",0,27,2.37E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
58,25,346,-70.03459417,799.5503113,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",406000,246000,2600,0.407,0.488,50000,50000,40.639466,-73.888373,2.3,2,"""""",65,94,2.02E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
59,25,93,-632.5021618,521.8580381,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",538000,360000,2000,0,0,0,0,40.615982,-73.93594,5.7,2.5,"""""",0,0,2.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
60,25,152,-61.46165523,791.8524033,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",402000,239000,2600,0.407,0.524,50000,50000,40.638815,-73.887648,2.2,2,"""""",69,98,2.01E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
61,35,159,-618.0996243,520.1316256,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",773000,480000,3300,0,0,0,0,40.615836,-73.934722,5.1,2,"""""",0,0,3.08E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
62,35,126,-257.433127,518.3460893,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",715000,514000,2550,0.488,0.557,50000,50000,40.615685,-73.904221,1.7,2,"""""",89,118,2.91E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
63,35,70,-586.3147142,519.4930894,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",725000,484000,2800,0,0.209,0,43001,40.615782,-73.932034,4.3,2,"""""",0,15,2.94E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
64,35,98,-273.0181388,532.5357814,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",664000,459000,2700,0.449,0.557,50000,50000,40.616885,-73.905539,1.9,2,"""""",81,110,2.76E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
65,35,156,-695.5280439,486.1000142,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",664000,481000,2000,0,0,0,0,40.612958,-73.94127,5.4,2,"""""",0,0,2.76E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
66,35,349,-326.4423293,823.2589217,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",606000,472000,2212,0,0,0,0,40.641471,-73.910057,5.8,1,"""""",0,0,2.60E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
67,25,286,-676.170939,556.4927114,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",560000,405000,1640,0,0,0,0,40.618911,-73.939633,6,2,"""""",0,0,2.47E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
68,25,307,-338.2434232,845.1346969,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",563000,384000,3000,0,0,0,0,40.643321,-73.911055,6,1,"""""",0,0,2.47E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
69,35,265,-952.4324182,171.6564386,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",652000,524000,1600,0.263,0.362,46633,50000,40.586366,-73.962996,3.3,2,"""""",26,55,2.73E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
70,55,46,-312.8202249,540.0563181,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1135000,762000,5250,0.362,0.449,50000,50000,40.617521,-73.908905,2.6,2,"""""",54,82,4.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
71,15,315,-661.933948,153.9429731,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",357000,274000,1073,0.401,0.532,46633,50000,40.584868,-73.938429,3.2,1,"""""",30,59,9712096.443,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
72,45,187,-675.804372,457.1175682,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",867000,584000,3200,0,0.209,0,43001,40.610507,-73.939602,4.3,2.5,"""""",0,15,3.35E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
73,35,226,-391.3010466,408.2695534,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",633000,432000,1800,0.587,0.587,50000,50000,40.606376,-73.915542,0.5,2,"""""",136,165,2.67E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
74,15,109,-431.8244421,879.4974012,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",365000,188000,1440,0,0,0,0,40.646227,-73.918969,5.9,2,"""""",0,0,9830356.369,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
75,35,199,-356.1579093,424.1738332,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",609000,387000,2100,0.488,0.557,50000,50000,40.607721,-73.91257,1.7,2,"""""",89,118,2.61E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
76,25,102,-584.8247965,602.266293,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",480000,352000,2400,0,0.152,0,7207,40.622782,-73.931908,4.6,2.75,"""""",0,4,2.24E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
77,25,115,-401.4348517,517.9795223,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",538000,320000,2600,0.314,0.449,50000,50000,40.615654,-73.916399,2.8,2,"""""",46,75,2.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
78,15,261,-414.7968117,948.2701086,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",378000,139000,2300,0,0,0,0,40.652043,-73.917529,8.9,1,"""""",0,0,1.00E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
79,25,136,-326.9507932,705.9101686,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",499000,333000,2000,0.524,0.587,50000,50000,40.631547,-73.9101,1.5,2,"""""",97,126,2.29E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
80,15,349,-642.2930493,151.1168594,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",368000,218000,2077,0.672,0.732,50000,50000,40.584629,-73.936768,1.7,1,"""""",89,118,9874703.842,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
81,15,25,-935.7595301,99.69105052,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",309000,137000,1800,0.532,0.632,50000,50000,40.58028,-73.961586,2.7,1,"""""",50,78,9002536.886,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
82,35,232,-685.7135069,543.4027205,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",631000,481000,1845,0,0,0,0,40.617804,-73.94044,6.4,2,"""""",0,0,2.67E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
83,25,345,-253.424539,809.2820751,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",481000,285000,2976,0,0.209,0,43001,40.640289,-73.903882,4.3,2,"""""",0,15,2.24E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
84,25,26,-372.4642304,830.5429636,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",441000,159000,3633,0,0,0,0,40.642087,-73.913949,5.8,2,"""""",0,0,2.12E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
85,35,320,-666.3327525,464.9691978,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",666000,456000,1767,0,0,0,0,40.611171,-73.938801,4.7,2,"""""",0,0,2.77E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
86,55,267,-223.4961135,527.0018015,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1148000,771000,6000,0.449,0.524,50000,50000,40.616417,-73.901351,2.1,1.5,"""""",73,102,4.15E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
87,65,199,-653.6566276,81.76473958,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1215000,891000,2700,0.362,0.449,50000,50000,40.578764,-73.937729,2.6,2,"""""",54,82,4.34E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
88,25,243,-429.7196378,905.4408881,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",465000,226000,2200,0,0,0,0,40.648421,-73.918791,7.4,1,"""""",0,0,2.19E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
89,35,208,-564.5808359,462.6751976,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",612000,400000,3000,0,0.209,0,43001,40.610977,-73.930196,4.3,2,"""""",0,15,2.61E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
90,55,232,-260.8504778,447.9297426,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1020000,691000,5575,0,0.233,0,20624,40.60973,-73.90451,4.5,1,"""""",0,8,3.78E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
91,25,351,-902.9458672,178.9877795,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",495000,347000,2000,0.263,0.407,46633,50000,40.586986,-73.958811,3.1,2,"""""",34,63,2.28E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
92,25,288,-928.392715,78.796729,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",408000,204000,1638,0.532,0.632,50000,50000,40.578513,-73.960963,2.7,1,"""""",50,78,2.03E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
93,25,1,-231.3240937,765.8970917,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",528000,355000,2794,0,0.209,0,43001,40.63662,-73.902013,4.2,2,"""""",0,19,2.37E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
94,25,306,-294.5036974,707.2463646,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",432000,300000,1600,0.524,0.587,50000,50000,40.63166,-73.907356,1.4,2,"""""",101,130,2.10E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
