who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,total_market_value,structure_value,sq.ft.,damage_pct_10y,damage_pct_100y,cost_to_personal_property_10y,cost_to_personal_property_100y,latitude,longitude,elevation,stories,basement,inundation_10y,inundation_100y,future_loss,future_benefit,mot_year,ori_year,ori_moved?,nearhouse,move,normal_inf?,poor_inf?,s_prime,moved?,cnear,nbpast_move
2963,49,118,-670.5305364,440.7402986,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",803000,581000,3100,0,0.209,0,43001,40.609122,-73.939156,4.3,2.75,"""""",0,15,3.77E+08,0,1,1,TRUE,{turtles 1708 1345 1014 1352 717 3908 2440 5142 1619 2241},0,FALSE,FALSE,-591618.1307,TRUE,0,2
2964,39,326,-661.3308861,473.5066625,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",679000,474000,2000,0,0,0,0,40.611893,-73.938378,4.8,2,"""""",0,0,3.35E+08,0,1,1,TRUE,{turtles 5370 4973 5788 5831 5680 2716 5497 3067 1744 443},0,FALSE,FALSE,-693739.0298,TRUE,0,2
2965,39,196,-298.1930174,593.7761272,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",625000,416000,2749,0.362,0.488,50000,50000,40.622064,-73.907668,2.5,2,"""""",58,86,3.16E+08,0,1,1,TRUE,{turtles 3337 2166 4073 2990 4407 3297 5759 1185 2502 5763},0,FALSE,FALSE,-738211.0343,TRUE,0,2
2966,29,259,-262.7660863,860.8497809,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",420000,193000,4000,0,0,0,0,40.64465,-73.904672,6.1,2.5,"""""",0,0,2.46E+08,0,1,1,TRUE,{turtles 4306 1951 304 1620 2701 4749 1013 4975 3672 4665},0,FALSE,FALSE,-907039.9402,TRUE,0,2
2967,39,274,-624.4022126,490.0613032,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",631000,471000,1573,0,0,0,0,40.613293,-73.935255,4.9,2,"""""",0,0,3.18E+08,0,1,1,TRUE,{turtles 394 3562 148 4726 3480 3992 4541 832 3311 3038},0,FALSE,FALSE,-733269.7005,TRUE,0,2
2968,29,207,-161.5699325,760.4577097,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",412000,259000,2500,0,0.209,0,43001,40.63616,-73.896114,4.3,2,"""""",0,15,2.43E+08,0,1,1,TRUE,{turtles 1174 1208 3599 3896 3774 595 5099 3960 5703 2745},0,FALSE,FALSE,-913628.3853,TRUE,0,2
2969,79,74,-243.3735071,407.8911616,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1508000,996000,4592,0.732,0.754,50000,50000,40.606344,-73.903032,1,1,"""""",117,145,6.18E+08,0,1,1,TRUE,{turtles 3748 3340 4745 885 2272 882 4464 4620 3281 1984},0,FALSE,FALSE,-11011.40546,TRUE,0,2
2970,39,120,-695.4452707,544.5970196,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",680000,477000,2318,0,0,0,0,40.617905,-73.941263,6.6,2,"""""",0,0,3.35E+08,0,1,1,TRUE,{turtles 4760 350 3023 1989 4299 300 5405 4867 82 2443},0,FALSE,FALSE,-692915.4742,TRUE,0,2
2971,29,317,-235.7110734,720.5964998,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",519000,349000,2750,0.407,0.488,50000,50000,40.632789,-73.902384,2.4,2,"""""",62,90,2.80E+08,0,1,1,TRUE,{turtles 1661 3504 5080 2335 2234 566 4563 1068 765 2276},0,FALSE,FALSE,-825507.932,TRUE,0,2
2972,135,162,-771.1945767,85.8324513,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1628000,1250000,3240,0.587,0.587,50000,50000,40.579108,-73.947669,0.7,2.5,"""""",128,157,6.59E+08,0,1,2,TRUE,{turtles 3895 2659 4699 4748 827 3138 2423 3203 5073 2521},3,TRUE,FALSE,1E+12,TRUE,0,2
2973,29,332,-533.5172351,464.1178163,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",540000,400000,1800,0.152,0.263,3172,46633,40.611099,-73.927569,3.9,2,"""""",2,31,2.87E+08,0,1,1,TRUE,{turtles 3994 415 1113 152 5706 1631 5174 2901 1484 2215},0,FALSE,FALSE,-808213.2636,TRUE,0,2
2974,29,230,-482.9901067,512.6820373,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",476000,326000,1800,0.263,0.407,46633,50000,40.615206,-73.923296,3.1,2,"""""",34,63,2.65E+08,0,1,1,TRUE,{turtles 1179 4854 4723 1575 4736 115 240 2925 649 989},0,FALSE,FALSE,-860920.8245,TRUE,0,2
2975,29,117,-601.4267362,653.5738544,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",428000,313000,1600,0,0,0,0,40.627121,-73.933312,5.8,2,"""""",0,0,2.49E+08,0,1,1,TRUE,{turtles 4489 2307 2779 3388 995 5029 1897 2643 2714 3971},0,FALSE,FALSE,-900451.4951,TRUE,0,2
2976,29,191,-440.4801543,530.5373997,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",479000,311000,2000,0.209,0.314,43001,50000,40.616716,-73.919701,3.5,2,"""""",18,47,2.66E+08,0,1,1,TRUE,{turtles 1406 578 2555 2544 3306 2467 4848 3545 2469 1246},0,FALSE,FALSE,-858450.1576,TRUE,0,2
2977,39,165,-578.8651259,465.6077339,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",743000,574000,2000,0,0.209,0,43001,40.611225,-73.931404,4.3,2,"""""",0,15,3.56E+08,0,1,1,TRUE,{turtles 1618 662 4990 1148 3690 927 3184 2795 192 255},0,FALSE,FALSE,-641031.469,TRUE,0,2
2978,29,206,-552.8979894,476.4628483,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",594000,361000,3000,0,0.209,0,43001,40.612143,-73.929208,4.3,2,"""""",0,15,3.06E+08,0,1,1,TRUE,{turtles 5591 654 5357 165 2114 3069 5412 2840 5169 5726},0,FALSE,FALSE,-763741.2591,TRUE,0,2
2979,29,150,-91.67387452,819.0611378,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",406000,262000,2600,0.362,0.488,50000,50000,40.641116,-73.890203,2.5,2,"""""",58,86,2.41E+08,0,1,1,TRUE,{turtles 567 5302 1284 4037 1491 981 5238 3597 3330 5203},0,FALSE,FALSE,-918569.7192,TRUE,0,2
2980,39,47,-393.2284798,582.2470025,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",742000,539000,3060,0.314,0.449,50000,50000,40.621089,-73.915705,2.8,2,"""""",46,75,3.56E+08,0,1,1,TRUE,{turtles 100 1880 2619 830 2078 560 534 5125 3086 1348},0,FALSE,FALSE,-641855.0246,TRUE,0,2
2981,29,24,-599.6293752,596.046478,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",486000,345000,2400,0,0.152,0,7207,40.622256,-73.93316,4.6,2.5,"""""",0,4,2.69E+08,0,1,1,TRUE,{turtles 301 2081 4725 599 3614 1750 273 3952 2709 4772},0,FALSE,FALSE,-852685.2681,TRUE,0,2
2982,29,193,-480.3768384,592.0260652,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",429000,279000,2050,0,0.152,0,7207,40.621916,-73.923075,4.6,2,"""""",0,4,2.49E+08,0,1,1,TRUE,{turtles 5764 939 4293 5725 4564 1428 2917 294 4824 2256},0,FALSE,FALSE,-899627.9395,TRUE,0,2
2983,49,127,-332.2246288,424.6586477,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",920000,475000,4000,0.754,0.754,50000,50000,40.607762,-73.910546,0.9,1,"""""",121,149,4.17E+08,0,1,1,TRUE,{turtles 4891 3759 2083 4612 2269 5233 3988 1783 4668 5488},0,FALSE,FALSE,-495262.1209,TRUE,0,2
2984,29,81,-161.4635099,726.2132529,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",467000,315000,3000,0.263,0.362,46633,50000,40.633264,-73.896105,3.2,2.5,"""""",30,59,2.62E+08,0,1,1,TRUE,{turtles 5075 224 1220 1756 4220 1533 3462 4556 3505 3683},0,FALSE,FALSE,-868332.8252,TRUE,0,2
2985,29,7,-558.1127013,568.0100115,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",572000,437000,2000,0,0,0,0,40.619885,-73.929649,5,3,"""""",0,0,2.98E+08,0,1,1,TRUE,{turtles 771 3425 193 4901 2661 3510 4161 3719 5263 2620},0,FALSE,FALSE,-781859.4832,TRUE,0,2
2986,29,55,-49.60143763,799.5266618,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",410000,250000,2600,0.449,0.524,50000,50000,40.639464,-73.886645,2,2,"""""",77,106,2.43E+08,0,1,1,TRUE,{turtles 4602 2554 1826 2029 1386 4940 1590 5285 3926 790},0,FALSE,FALSE,-915275.4966,TRUE,0,2
2987,49,142,-658.1382054,439.5578243,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",805000,593000,3100,0,0.209,0,43001,40.609022,-73.938108,4.3,2.5,"""""",0,15,3.78E+08,0,1,1,TRUE,{turtles 3803 2787 4375 5657 3370 2680 182 5005 5700 5536},0,FALSE,FALSE,-589971.0194,TRUE,0,2
2988,29,201,-315.6345138,871.8349675,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",552000,335000,3500,0,0,0,0,40.645579,-73.909143,6.8,2.5,"""""",0,0,2.91E+08,0,1,1,TRUE,{turtles 3057 2644 913 2304 4018 1563 127 614 3000 487},0,FALSE,FALSE,-798330.5959,TRUE,0,2
2989,29,53,-86.83755449,871.3383282,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",470000,331000,2000,0.488,0.587,50000,50000,40.645537,-73.889794,1.6,2,"""""",93,122,2.63E+08,0,1,1,TRUE,{turtles 3358 2653 1737 5711 4364 235 2450 1580 3957 2075},0,FALSE,FALSE,-865862.1583,TRUE,0,2
2990,39,120,-295.3787285,595.8336326,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",603000,416000,2534,0.362,0.488,50000,50000,40.622238,-73.90743,2.5,2,"""""",58,86,3.09E+08,0,1,1,TRUE,{turtles 4407 4073 2166 3297 3337 2965 2352 4431 3014 4598},0,FALSE,FALSE,-756329.2584,TRUE,0,2
2991,29,77,-87.92543088,806.8580027,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",409000,265000,2600,0.362,0.449,50000,50000,40.640084,-73.889886,2.6,2,"""""",54,82,2.42E+08,0,1,1,TRUE,{turtles 5807 4790 280 954 4628 3955 1312 5768 5203 2373},0,FALSE,FALSE,-916099.0523,TRUE,0,2
2992,29,152,-521.5269453,513.3087487,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",439000,307000,1600,0,0.209,0,43001,40.615259,-73.926555,4.3,2,"""""",0,15,2.53E+08,0,1,1,TRUE,{turtles 659 4881 511 3249 4047 2584 2059 4883 2867 4674},0,FALSE,FALSE,-891392.3831,TRUE,0,2
2993,19,163,-235.8647951,747.911657,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",382000,276000,1800,0.263,0.362,46633,50000,40.635099,-73.902397,3.3,1.75,"""""",26,55,1.20E+08,0,4,4,TRUE,{turtles 2297 1366 3405 5489 5410 4316 1556 1266 3777 2409},0,FALSE,FALSE,-34442.31189,TRUE,0,2
2994,39,72,-712.9104166,227.57565,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",717000,565000,2000,0.263,0.362,46633,50000,40.591095,-73.94274,3.2,2,"""""",30,59,3.48E+08,0,1,1,TRUE,{turtles 5090 5055 3899 4554 538 4581 2488 3586 5077 3043},0,FALSE,FALSE,-662443.9156,TRUE,0,2
2995,29,1,-388.6996031,602.4436641,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",574000,392000,1983,0.152,0.263,3172,46633,40.622797,-73.915322,3.9,2,"""""",2,31,2.99E+08,0,1,1,TRUE,{turtles 1488 3177 3655 3820 5293 2486 2392 2449 4411 3506},0,FALSE,FALSE,-780212.3719,TRUE,0,2
2996,49,347,-821.2605401,233.7245166,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",968000,718000,3900,0,0,0,0,40.591615,-73.951903,5.4,1,"""""",0,0,4.33E+08,0,1,1,TRUE,{turtles 5015 2520 1379 2848 2730 3834 4583 188 2254 203},0,FALSE,FALSE,-455731.4503,TRUE,0,2
2997,9,157,-809.5658689,105.2841541,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2902000,2370000,6000,0.587,0.587,50000,50000,40.580753,-73.950914,0.6,2.75,"""""",132,161,1.09E+09,0,2,2,TRUE,{turtles 1814 5539 681 951 4961 2118 1377 2410 3913 3095},1,FALSE,FALSE,-3914381.644,TRUE,0,2
2998,29,69,-624.473161,540.6357306,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",519000,370000,2000,0,0,0,0,40.61757,-73.935261,5.4,2,"""""",0,0,2.80E+08,0,1,1,TRUE,{turtles 2841 2093 5437 5552 1669 5616 835 3084 1408 3303},0,FALSE,FALSE,-825507.932,TRUE,0,2
2999,29,352,-522.874966,462.4623522,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",583000,435000,2000,0.152,0.314,26470,50000,40.610959,-73.926669,3.7,2,"""""",10,39,3.02E+08,0,1,1,TRUE,{turtles 2110 3680 459 1835 3305 3632 1743 4198 785 4283},0,FALSE,FALSE,-772800.3711,TRUE,0,2
3000,29,25,-322.3273186,871.8704417,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",506000,322000,2500,0,0,0,0,40.645582,-73.909709,6.8,2.5,"""""",0,0,2.75E+08,0,1,1,TRUE,{turtles 1563 2767 4018 549 2304 2644 2988 913 3057 1800},0,FALSE,FALSE,-836214.1553,TRUE,0,2
3001,19,27,-630.373708,139.5759099,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",275000,193000,988,0.754,0.754,50000,50000,40.583653,-73.93576,0.5,1,"""""",136,165,1.01E+08,0,4,4,TRUE,{turtles 5414 3827 703 1498 2011 3612 2308 5200 4320 1502},0,FALSE,FALSE,-264375.8495,TRUE,0,2
3002,39,175,-657.4405455,491.0191074,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",705000,524000,2217,0,0,0,0,40.613374,-73.938049,5.2,2,"""""",0,0,3.43E+08,0,1,1,TRUE,{turtles 3892 569 1358 383 4439 3148 825 3544 467 4361},0,FALSE,FALSE,-672326.5832,TRUE,0,2
3003,39,329,-598.8489422,517.6366047,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",761000,470000,4000,0,0.152,0,7207,40.615625,-73.933094,4.6,2,"""""",0,4,3.63E+08,0,1,1,TRUE,{turtles 1588 3020 1504 674 388 2264 633 3581 5298 1006},0,FALSE,FALSE,-626207.4675,TRUE,0,2
3004,49,112,-340.6793203,384.7974378,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",943000,573000,4000,0.754,0.754,50000,50000,40.604391,-73.911261,0.3,1,"""""",144,173,4.25E+08,0,1,1,TRUE,{turtles 5265 3944 2918 2395 5518 3206 5170 1290 4020 4903},0,FALSE,FALSE,-476320.3413,TRUE,0,2
3005,29,225,-562.0385161,484.6100965,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",594000,396000,3000,0,0.209,0,43001,40.612832,-73.929981,4.3,2,"""""",0,15,3.06E+08,0,1,1,TRUE,{turtles 1733 2192 4331 3021 249 4447 435 3859 2311 3502},0,FALSE,FALSE,-763741.2591,TRUE,0,2
3006,79,94,-768.001896,68.3791301,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1564000,1053000,5250,0.587,0.587,50000,50000,40.577632,-73.947399,0.9,1.75,"""""",121,149,6.37E+08,0,1,2,TRUE,{turtles 525 1933 4691 827 5136 4748 1789 4699 2423 376},0,FALSE,FALSE,35107.7103,TRUE,0,2
3007,135,358,-254.9262814,406.6022645,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1891000,1449000,4300,0.587,0.587,50000,50000,40.606235,-73.904009,0.9,2,"""""",121,149,7.49E+08,0,1,2,TRUE,{turtles 3195 5652 2800 385 2658 3595 2272 885 1204 3134},3,TRUE,FALSE,1E+12,TRUE,0,2
3008,19,219,-910.6083009,175.3694081,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",335000,253000,1099,0.321,0.532,43001,50000,40.58668,-73.959459,3.4,1,"""""",22,51,1.12E+08,0,4,4,TRUE,{turtles 41 395 2578 940 4673 2437 1163 5636 2463 1158},0,FALSE,FALSE,-135441.1555,TRUE,0,2
3009,39,243,-555.3930103,444.6542887,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",655000,494000,2017,0.152,0.263,3172,46633,40.609453,-73.929419,3.9,2,"""""",2,31,3.26E+08,0,1,1,TRUE,{turtles 5633 2169 2582 4174 5440 3580 3537 1162 283 1632},0,FALSE,FALSE,-713504.3652,TRUE,0,2
3010,29,208,-559.1887529,682.1897334,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",450000,346000,1600,0,0,0,0,40.629541,-73.92974,6.2,2,"""""",0,0,2.56E+08,0,1,1,TRUE,{turtles 343 5181 3252 4681 4874 4963 3412 3271 2172 1186},0,FALSE,FALSE,-882333.2711,TRUE,0,2
3011,29,48,-525.2635642,548.3218138,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",520000,254000,4000,0,0,0,0,40.61822,-73.926871,4.7,1.75,"""""",0,0,2.80E+08,0,1,1,TRUE,{turtles 3094 4727 3727 1067 837 2287 781 2560 4451 4236},0,FALSE,FALSE,-824684.3764,TRUE,0,2
3012,39,178,-336.5643096,527.3683685,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",767000,541000,3775,0.532,0.632,50000,50000,40.616448,-73.910913,2.7,1,"""""",50,78,3.65E+08,0,1,1,TRUE,{turtles 4118 2642 5745 2267 1817 145 4013 3548 642 4897},0,FALSE,FALSE,-621266.1336,TRUE,0,2
3013,19,214,-546.9619683,168.4874074,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",305000,156000,1960,0.672,0.754,50000,50000,40.586098,-73.928706,1.6,1,"""""",93,122,1.06E+08,0,4,4,TRUE,{turtles 3001 5414 2011 2308 1498 3827 703 3612 5200 4320},1,FALSE,FALSE,-199908.5025,TRUE,0,2
3014,39,250,-303.0648116,598.4823751,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",701000,512000,2700,0.362,0.449,50000,50000,40.622462,-73.90808,2.6,2,"""""",54,82,3.42E+08,0,1,1,TRUE,{turtles 4598 5863 4431 2965 3337 4332 2166 1185 4073 2990},0,FALSE,FALSE,-675620.8058,TRUE,0,2
3015,39,157,-648.4655653,456.9165476,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",612000,419000,2050,0,0.152,0,32317,40.61049,-73.93729,4.4,2,"""""",0,12,3.12E+08,0,1,1,TRUE,{turtles 5291 4926 5406 3547 4404 1870 3888 4678 2596 864},0,FALSE,FALSE,-748917.2576,TRUE,0,2
3016,29,359,-560.0992581,649.7071634,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",593000,426000,2500,0,0,0,0,40.626794,-73.929817,5.8,2,"""""",0,0,3.05E+08,0,1,1,TRUE,{turtles 367 1402 4214 1698 2162 4732 4445 3969 4322 2652},0,FALSE,FALSE,-764564.8148,TRUE,0,2
3017,39,23,-563.9541245,686.6358369,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",604000,448000,2100,0,0,0,0,40.629917,-73.930143,6.3,2,"""""",0,0,3.09E+08,0,1,1,TRUE,{turtles 2385 5342 4617 3271 4503 1186 4963 3252 5502 5181},0,FALSE,FALSE,-755505.7027,TRUE,0,2
3018,49,34,-292.4461921,417.0435129,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",988000,679000,3817,0.754,0.754,50000,50000,40.607118,-73.907182,0.9,1,"""""",121,149,4.40E+08,0,1,1,TRUE,{turtles 2255 4649 4470 4884 3139 1357 2561 4142 5495 708},0,FALSE,FALSE,-439260.3375,TRUE,0,2
3019,29,227,-513.4861198,646.0533177,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",500000,328000,2567,0,0,0,0,40.626485,-73.925875,4.9,1,"""""",0,0,2.73E+08,0,1,1,TRUE,{turtles 1042 2533 3958 2396 4050 2317 3824 4131 1753 5017},0,FALSE,FALSE,-841155.4891,TRUE,0,2
3020,39,81,-600.6463031,519.2447698,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",604000,367000,3000,0,0.152,0,7207,40.615761,-73.933246,4.6,2,"""""",0,4,3.09E+08,0,1,1,TRUE,{turtles 3003 1588 3581 633 2086 1504 1006 2417 2264 388},0,FALSE,FALSE,-755505.7027,TRUE,0,2
3021,29,271,-557.9235054,485.9344678,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",594000,396000,3000,0,0.209,0,43001,40.612944,-73.929633,4.3,2,"""""",0,15,3.06E+08,0,1,1,TRUE,{turtles 435 4331 3005 4447 2487 1733 2114 165 2192 461},0,FALSE,FALSE,-763741.2591,TRUE,0,2
3022,39,188,-556.9775259,453.948537,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",647000,501000,2000,0,0.209,0,43001,40.610239,-73.929553,4.2,2,"""""",0,19,3.24E+08,0,1,1,TRUE,{turtles 3440 5826 5131 1797 5448 928 1806 874 4171 4757},0,FALSE,FALSE,-720092.8103,TRUE,0,2
3023,39,6,-694.5347655,548.9603499,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",684000,497000,2000,0,0,0,0,40.618274,-73.941186,6.5,2,"""""",0,0,3.36E+08,0,1,1,TRUE,{turtles 4760 2970 300 350 3208 2353 3987 4867 4945 431},0,FALSE,FALSE,-689621.2516,TRUE,0,2
3024,49,200,-811.5051268,182.972718,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",860000,575000,4400,0.152,0.263,14777,46633,40.587323,-73.951078,3.8,2.5,"""""",6,35,3.96E+08,0,1,1,TRUE,{turtles 5164 1480 1757 3916 2051 4701 2747 5348 4421 5606},0,FALSE,FALSE,-544675.4593,TRUE,0,2
3025,39,306,-582.0578066,640.2591934,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",630000,421000,2500,0,0,0,0,40.625995,-73.931674,5.6,2,"""""",0,0,3.18E+08,0,1,1,TRUE,{turtles 3796 5692 1529 5646 4008 2157 3293 3837 5158 4911},0,FALSE,FALSE,-734093.2561,TRUE,0,2
3026,49,57,-226.7952169,510.5417587,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",821000,564000,4000,0.672,0.732,50000,50000,40.615025,-73.90163,1.8,1,"""""",85,114,3.83E+08,0,1,1,TRUE,{turtles 5028 1192 1565 4237 3538 5317 749 576 2803 4257},0,FALSE,FALSE,-576794.1292,TRUE,0,2
3027,39,36,-569.0151146,438.7182675,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",710000,554000,2000,0.152,0.263,3172,46633,40.608951,-73.930571,3.9,2,"""""",2,31,3.45E+08,0,1,1,TRUE,{turtles 4351 1471 1426 1809 4664 5019 4658 3559 2154 353},0,FALSE,FALSE,-668208.805,TRUE,0,2
3028,39,120,-702.3390961,559.55532,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",785000,565000,2046,0,0,0,0,40.61917,-73.941846,6.7,2,"""""",0,0,3.71E+08,0,1,1,TRUE,{turtles 3183 1781 3236 3830 2960 5092 51 3360 4825 1289},0,FALSE,FALSE,-606442.1321,TRUE,0,2
3029,29,99,-562.3341346,711.467798,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",497000,348000,2400,0,0,0,0,40.632017,-73.930006,6.3,1,"""""",0,0,2.72E+08,0,1,1,TRUE,{turtles 1843 4548 4508 4444 5316 2625 4335 1653 4378 1419},0,FALSE,FALSE,-843626.1561,TRUE,0,2
3030,19,313,-370.7378179,828.9939222,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",366000,204000,1800,0,0,0,0,40.641956,-73.913803,5.8,2,"""""",0,0,1.17E+08,0,4,4,TRUE,{turtles 3484 4389 1301 2713 5386 5802 359 4179 4481 4858},0,FALSE,FALSE,-68824.89695,TRUE,0,2
3031,79,173,-816.3414468,81.89481176,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1415000,969000,4000,0.672,0.754,50000,50000,40.578775,-73.951487,1.6,1,"""""",93,122,5.86E+08,0,1,1,TRUE,{turtles 1516 5814 4960 389 980 5392 1285 1040 3474 1064},0,FALSE,FALSE,-87602.07985,TRUE,0,2
3032,29,183,-400.961862,527.7349356,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",562000,352000,2600,0.362,0.449,50000,50000,40.616479,-73.916359,2.7,2,"""""",50,78,2.95E+08,0,1,1,TRUE,{turtles 4385 1496 3155 4454 1244 2631 5457 12 2790 103},0,FALSE,FALSE,-790095.0395,TRUE,0,2
3033,29,0,-58.89568592,807.8985801,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",410000,250000,2600,0.449,0.524,50000,50000,40.640172,-73.887431,2.1,2,"""""",73,102,2.43E+08,0,1,1,TRUE,{turtles 5060 2744 3626 4853 263 1597 4486 1975 485 3377},0,FALSE,FALSE,-915275.4966,TRUE,0,2
3034,109,140,-240.6301667,437.8550612,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2045000,1362000,9480,0.524,0.587,50000,50000,40.608878,-73.9028,1.3,3,"""""",105,134,8.01E+08,0,2,2,TRUE,{turtles 934 2939 3160 4223 3870 643 5622 812 5722 2219},2,FALSE,FALSE,-3268183.933,TRUE,0,2
3035,39,214,-638.0716159,452.6596399,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",657000,501000,2000,0,0.209,0,43001,40.61013,-73.936411,4.2,2,"""""",0,19,3.27E+08,0,1,1,TRUE,{turtles 2163 5491 3998 2797 2574 144 5160 4614 2302 1802},0,FALSE,FALSE,-711857.2539,TRUE,0,2
3036,29,168,-230.2716915,533.103369,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",570000,328000,3000,0.586,0.705,50000,50000,40.616933,-73.901924,2.2,1,"""""",69,98,2.97E+08,0,1,1,TRUE,{turtles 4060 4866 1603 4465 5089 86 972 2814 2462 1887},0,FALSE,FALSE,-783506.5944,TRUE,0,2
3037,39,279,-341.6016503,448.0716395,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",617000,464000,1800,0.407,0.488,50000,50000,40.609742,-73.911339,2.3,2,"""""",65,94,3.13E+08,0,1,1,TRUE,{turtles 3398 4226 4274 1114 1453 448 5662 3318 465 5365},0,FALSE,FALSE,-744799.4794,TRUE,0,2
3038,39,91,-618.4188924,493.987118,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",616000,441000,1424,0,0,0,0,40.613625,-73.934749,4.9,2,"""""",0,0,3.13E+08,0,1,1,TRUE,{turtles 1477 2316 5641 4726 5707 3562 1630 148 2700 394},0,FALSE,FALSE,-745623.0351,TRUE,0,2
3039,49,16,-322.1499474,885.4215976,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",927000,628000,4391,0,0,0,0,40.646728,-73.909694,7.1,1,"""""",0,0,4.19E+08,0,1,1,TRUE,{turtles 1800 2558 4826 913 2644 2304 4018 1563 3000 127},0,FALSE,FALSE,-489497.2315,TRUE,0,2
