Year,OBJECTIVE
0,0
1,434000000
2,434000000
3,434000000
4,434000000
5,434000000
6,434000000
7,434000000
8,434000000
9,434000000
10,434000000
11,434000000
12,434000000
13,434000000
14,434000000
15,434000000
16,434000000
17,434000000
18,434000000
19,434000000
20,434000000
21,434000000
22,434000000
23,434000000
24,434000000
25,434000000
26,434000000
27,434000000
28,434000000
29,434000000
30,434000000
31,434000000
32,434000000
33,434000000
34,434000000
35,434000000
36,434000000
37,434000000
38,434000000
39,434000000
40,434000000
41,434000000
42,434000000
43,434000000
44,434000000
45,434000000
46,434000000
47,434000000
48,434000000
49,434000000
50,434000000
51,434000000
52,434000000
53,434000000
54,434000000
55,434000000
56,434000000
57,434000000
58,434000000
59,434000000
60,434000000
61,434000000
62,434000000
63,434000000
64,434000000
65,434000000
66,434000000
67,434000000
68,434000000
69,434000000
70,434000000
71,434000000
72,434000000
73,434000000
74,434000000
75,434000000
76,434000000
77,434000000
78,434000000
79,434000000
80,434000000
81,434000000
