Year,OBJECTIVE
0,0
1,61615000
2,7.52E+07
3,8.12E+07
4,8.60E+07
5,8.91E+07
6,8.91E+07
7,8.93E+07
8,8.93E+07
9,8.93E+07
10,8.93E+07
11,8.93E+07
12,8.93E+07
13,8.93E+07
14,8.93E+07
15,8.93E+07
16,8.93E+07
17,8.93E+07
18,8.93E+07
19,8.93E+07
20,8.93E+07
21,8.93E+07
22,8.93E+07
23,8.93E+07
24,8.93E+07
25,8.93E+07
26,8.93E+07
27,8.93E+07
28,8.93E+07
29,8.93E+07
30,8.93E+07
31,8.93E+07
32,8.93E+07
33,8.93E+07
34,8.93E+07
35,8.93E+07
36,8.93E+07
37,8.93E+07
38,8.93E+07
39,8.93E+07
40,8.93E+07
41,8.93E+07
42,8.93E+07
43,8.93E+07
44,8.93E+07
45,8.93E+07
46,8.93E+07
47,8.93E+07
48,8.93E+07
49,8.93E+07
50,8.93E+07
51,8.93E+07
52,8.93E+07
53,8.93E+07
54,8.93E+07
55,8.93E+07
56,8.93E+07
57,8.93E+07
58,8.93E+07
59,8.93E+07
60,8.93E+07
61,8.93E+07
62,8.93E+07
63,8.93E+07
64,8.93E+07
65,8.93E+07
66,8.93E+07
67,8.93E+07
68,8.93E+07
69,8.93E+07
70,8.93E+07
71,8.93E+07
72,8.93E+07
73,8.93E+07
74,8.93E+07
75,8.93E+07
76,8.93E+07
77,8.93E+07
78,8.93E+07
79,8.93E+07
80,8.93E+07
81,8.93E+07
