Year,OBJECTIVE
0,0
1,168000000
2,168000000
3,168000000
4,168000000
5,168000000
6,168000000
7,168000000
8,168000000
9,168000000
10,168000000
11,168000000
12,168000000
13,168000000
14,168000000
15,168000000
16,168000000
17,168000000
18,168000000
19,168000000
20,168000000
21,168000000
22,168000000
23,168000000
24,168000000
25,168000000
26,168000000
27,168000000
28,168000000
29,168000000
30,168000000
31,168000000
32,168000000
33,168000000
34,168000000
35,168000000
36,168000000
37,168000000
38,168000000
39,168000000
40,168000000
41,168000000
42,168000000
43,168000000
44,168000000
45,168000000
46,168000000
47,168000000
48,168000000
49,168000000
50,168000000
51,168000000
52,168000000
53,168000000
54,168000000
55,168000000
56,168000000
57,168000000
58,168000000
59,168000000
60,168000000
61,168000000
62,168000000
63,168000000
64,168000000
65,168000000
66,168000000
67,168000000
68,168000000
69,168000000
70,168000000
71,168000000
72,168000000
73,168000000
74,168000000
75,168000000
76,168000000
77,168000000
78,168000000
79,168000000
80,168000000
81,168000000
