Year,OBJECTIVE
0,0
1,2889300
2,1.05E+07
3,2.11E+07
4,2.46E+07
5,2.56E+07
6,2.82E+07
7,3.09E+07
8,3.31E+07
9,3.35E+07
10,3.35E+07
11,3.35E+07
12,3.35E+07
13,3.35E+07
14,3.35E+07
15,3.35E+07
16,3.35E+07
17,3.35E+07
18,3.35E+07
19,3.35E+07
20,3.35E+07
21,3.35E+07
22,3.35E+07
23,3.35E+07
24,3.35E+07
25,3.35E+07
26,3.35E+07
27,3.35E+07
28,3.35E+07
29,3.35E+07
30,3.35E+07
31,3.35E+07
32,3.35E+07
33,3.35E+07
34,3.35E+07
35,3.35E+07
36,3.35E+07
37,3.35E+07
38,3.35E+07
39,3.35E+07
40,3.35E+07
41,3.35E+07
42,3.35E+07
43,3.35E+07
44,3.35E+07
45,3.35E+07
46,3.35E+07
47,3.35E+07
48,3.35E+07
49,3.35E+07
50,3.35E+07
51,3.35E+07
52,3.35E+07
53,3.35E+07
54,3.35E+07
55,3.35E+07
56,3.35E+07
57,3.35E+07
58,3.35E+07
59,3.35E+07
60,3.35E+07
61,3.35E+07
62,3.35E+07
63,3.35E+07
64,3.35E+07
65,3.35E+07
66,3.35E+07
67,3.35E+07
68,3.35E+07
69,3.35E+07
70,3.35E+07
71,3.35E+07
72,3.35E+07
73,3.35E+07
74,3.35E+07
75,3.35E+07
76,3.35E+07
77,3.35E+07
78,3.35E+07
79,3.35E+07
80,3.35E+07
81,3.35E+07
