[run number],Subsidy,Moving_Cost_Multiplier,[step],OBJECTIVE,,,,,,
600,1000000,6,101,9.84E+09,,,,,,
601,10000,7,101,5.45E+09,,,,,,
602,20000,7,101,5.47E+09,,,,,,
603,30000,7,101,5.48E+09,,,,,,
604,40000,7,101,5.49E+09,,,,,,
605,50000,7,101,5.50E+09,,,,,,
606,60000,7,101,5.51E+09,,,,,,
607,70000,7,101,5.51E+09,,,,,,
608,80000,7,101,5.51E+09,,,,,,
609,90000,7,101,5.53E+09,,,,,,
610,100000,7,101,5.53E+09,,,,,,
611,110000,7,101,5.55E+09,,,,,,
612,120000,7,101,5.56E+09,,,,,,
613,130000,7,101,5.57E+09,,,,,,
614,140000,7,101,5.58E+09,,,,,,
615,150000,7,101,5.60E+09,,,,,,
616,160000,7,101,5.61E+09,,,,,,
617,170000,7,101,5.63E+09,,,,,,
618,180000,7,101,5.64E+09,,,,,,
620,200000,7,101,5.68E+09,,,,,,
619,190000,7,101,5.66E+09,,,,,,
621,210000,7,101,5.70E+09,,,,,,
622,220000,7,101,5.72E+09,,,,,,
623,230000,7,101,5.75E+09,,,,,,
624,240000,7,101,5.77E+09,,,,,,
625,250000,7,101,5.79E+09,,,,,,
626,260000,7,101,5.82E+09,,,,,,
627,270000,7,101,5.84E+09,,,,,,
628,280000,7,101,5.87E+09,,,,,,
629,290000,7,101,5.90E+09,,,,,,
630,300000,7,101,5.92E+09,,,,,,
631,310000,7,101,5.95E+09,,,,,,
632,320000,7,101,5.99E+09,,,,,,
633,330000,7,101,6.02E+09,,,,,,
634,340000,7,101,6.06E+09,,,,,,
635,350000,7,101,6.09E+09,,,,,,
636,360000,7,101,6.13E+09,,,,,,
637,370000,7,101,6.17E+09,,,,,,
638,380000,7,101,6.21E+09,,,,,,
639,390000,7,101,6.25E+09,,,,,,
640,400000,7,101,6.29E+09,,,,,,
641,410000,7,101,6.33E+09,,,,,,
642,420000,7,101,6.37E+09,,,,,,
643,430000,7,101,6.42E+09,,,,,,
644,440000,7,101,6.46E+09,,,,,,
645,450000,7,101,6.50E+09,,,,,,
646,460000,7,101,6.54E+09,,,,,,
647,470000,7,101,6.59E+09,,,,,,
648,480000,7,101,6.64E+09,,,,,,
649,490000,7,101,6.68E+09,,,,,,
650,500000,7,101,6.74E+09,,,,,,
651,510000,7,101,6.78E+09,,,,,,
652,520000,7,101,6.83E+09,,,,,,
653,530000,7,101,6.89E+09,,,,,,
654,540000,7,101,6.94E+09,,,,,,
655,550000,7,101,6.99E+09,,,,,,
656,560000,7,101,7.05E+09,,,,,,
657,570000,7,101,7.11E+09,,,,,,
658,580000,7,101,7.16E+09,,,,,,
659,590000,7,101,7.22E+09,,,,,,
660,600000,7,101,7.28E+09,,,,,,
661,610000,7,101,7.34E+09,,,,,,
662,620000,7,101,7.40E+09,,,,,,
663,630000,7,101,7.46E+09,,,,,,
664,640000,7,101,7.52E+09,,,,,,
665,650000,7,101,7.58E+09,,,,,,
666,660000,7,101,7.65E+09,,,,,,
667,670000,7,101,7.71E+09,,,,,,
668,680000,7,101,7.78E+09,,,,,,
670,700000,7,101,7.91E+09,,,,,,
669,690000,7,101,7.84E+09,,,,,,
671,710000,7,101,7.97E+09,,,,,,
672,720000,7,101,8.04E+09,,,,,,
673,730000,7,101,8.10E+09,,,,,,
674,740000,7,101,8.18E+09,,,,,,
675,750000,7,101,8.24E+09,,,,,,
676,760000,7,101,8.31E+09,,,,,,
677,770000,7,101,8.39E+09,,,,,,
678,780000,7,101,8.46E+09,,,,,,
679,790000,7,101,8.53E+09,,,,,,
680,800000,7,101,8.61E+09,,,,,,
681,810000,7,101,8.68E+09,,,,,,
682,820000,7,101,8.76E+09,,,,,,
683,830000,7,101,8.83E+09,,,,,,
684,840000,7,101,8.90E+09,,,,,,
685,850000,7,101,8.98E+09,,,,,,
686,860000,7,101,9.05E+09,,,,,,
687,870000,7,101,9.13E+09,,,,,,
688,880000,7,101,9.20E+09,,,,,,
689,890000,7,101,9.28E+09,,,,,,
691,910000,7,101,9.44E+09,,,,,,
690,900000,7,101,9.35E+09,,,,,,
692,920000,7,101,9.52E+09,,,,,,
693,930000,7,101,9.60E+09,,,,,,
694,940000,7,101,9.68E+09,,,,,,
695,950000,7,101,9.76E+09,,,,,,
696,960000,7,101,9.84E+09,,,,,,
697,970000,7,101,9.92E+09,,,,,,
698,980000,7,101,1.00E+10,,,,,,
699,990000,7,101,1.01E+10,,,,,,
700,1000000,7,101,1.02E+10,,,,,,
701,10000,8,101,7.47E+09,,,,,,
702,20000,8,101,7.44E+09,,,,,,
703,30000,8,101,7.42E+09,,,,,,
704,40000,8,101,7.41E+09,,,,,,
705,50000,8,101,7.41E+09,,,,,,
706,60000,8,101,7.40E+09,,,,,,
707,70000,8,101,7.40E+09,,,,,,
709,90000,8,101,7.39E+09,,,,,,
708,80000,8,101,7.40E+09,,,,,,
710,100000,8,101,7.39E+09,,,,,,
711,110000,8,101,7.40E+09,,,,,,
713,130000,8,101,7.39E+09,,,,,,
712,120000,8,101,7.40E+09,,,,,,
714,140000,8,101,7.39E+09,,,,,,
715,150000,8,101,7.39E+09,,,,,,
716,160000,8,101,7.39E+09,,,,,,
717,170000,8,101,7.39E+09,,,,,,
718,180000,8,101,7.40E+09,,,,,,
719,190000,8,101,7.40E+09,,,,,,
720,200000,8,101,7.41E+09,,,,,,
721,210000,8,101,7.41E+09,,,,,,
722,220000,8,101,7.41E+09,,,,,,
723,230000,8,101,7.42E+09,,,,,,
725,250000,8,101,7.45E+09,,,,,,
724,240000,8,101,7.44E+09,,,,,,
726,260000,8,101,7.46E+09,,,,,,
727,270000,8,101,7.48E+09,,,,,,
728,280000,8,101,7.49E+09,,,,,,
729,290000,8,101,7.49E+09,,,,,,
730,300000,8,101,7.51E+09,,,,,,
731,310000,8,101,7.53E+09,,,,,,
732,320000,8,101,7.54E+09,,,,,,
733,330000,8,101,7.56E+09,,,,,,
734,340000,8,101,7.58E+09,,,,,,
735,350000,8,101,7.61E+09,,,,,,
736,360000,8,101,7.62E+09,,,,,,
737,370000,8,101,7.64E+09,,,,,,
738,380000,8,101,7.66E+09,,,,,,
739,390000,8,101,7.69E+09,,,,,,
740,400000,8,101,7.71E+09,,,,,,
741,410000,8,101,7.73E+09,,,,,,
742,420000,8,101,7.76E+09,,,,,,
743,430000,8,101,7.79E+09,,,,,,
744,440000,8,101,7.82E+09,,,,,,
745,450000,8,101,7.85E+09,,,,,,
746,460000,8,101,7.88E+09,,,,,,
747,470000,8,101,7.91E+09,,,,,,
748,480000,8,101,7.95E+09,,,,,,
749,490000,8,101,7.98E+09,,,,,,
750,500000,8,101,8.02E+09,,,,,,
751,510000,8,101,8.06E+09,,,,,,
752,520000,8,101,8.09E+09,,,,,,
753,530000,8,101,8.13E+09,,,,,,
754,540000,8,101,8.17E+09,,,,,,
756,560000,8,101,8.25E+09,,,,,,
755,550000,8,101,8.21E+09,,,,,,
757,570000,8,101,8.29E+09,,,,,,
758,580000,8,101,8.33E+09,,,,,,
760,600000,8,101,8.42E+09,,,,,,
759,590000,8,101,8.37E+09,,,,,,
761,610000,8,101,8.46E+09,,,,,,
762,620000,8,101,8.50E+09,,,,,,
764,640000,8,101,8.60E+09,,,,,,
763,630000,8,101,8.55E+09,,,,,,
765,650000,8,101,8.65E+09,,,,,,
766,660000,8,101,8.69E+09,,,,,,
767,670000,8,101,8.74E+09,,,,,,
768,680000,8,101,8.80E+09,,,,,,
769,690000,8,101,8.85E+09,,,,,,
770,700000,8,101,8.90E+09,,,,,,
771,710000,8,101,8.96E+09,,,,,,
772,720000,8,101,9.01E+09,,,,,,
773,730000,8,101,9.07E+09,,,,,,
774,740000,8,101,9.12E+09,,,,,,
775,750000,8,101,9.18E+09,,,,,,
776,760000,8,101,9.24E+09,,,,,,
777,770000,8,101,9.30E+09,,,,,,
778,780000,8,101,9.35E+09,,,,,,
779,790000,8,101,9.41E+09,,,,,,
780,800000,8,101,9.46E+09,,,,,,
781,810000,8,101,9.53E+09,,,,,,
782,820000,8,101,9.59E+09,,,,,,
783,830000,8,101,9.65E+09,,,,,,
784,840000,8,101,9.71E+09,,,,,,
785,850000,8,101,9.78E+09,,,,,,
786,860000,8,101,9.84E+09,,,,,,
787,870000,8,101,9.90E+09,,,,,,
788,880000,8,101,9.97E+09,,,,,,
789,890000,8,101,1.00E+10,,,,,,
790,900000,8,101,1.01E+10,,,,,,
791,910000,8,101,1.02E+10,,,,,,
792,920000,8,101,1.02E+10,,,,,,
793,930000,8,101,1.03E+10,,,,,,
794,940000,8,101,1.04E+10,,,,,,
795,950000,8,101,1.04E+10,,,,,,
796,960000,8,101,1.05E+10,,,,,,
797,970000,8,101,1.06E+10,,,,,,
798,980000,8,101,1.06E+10,,,,,,
799,990000,8,101,1.07E+10,,,,,,
800,1000000,8,101,1.08E+10,,,,,,
801,10000,9,101,9.87E+09,,,,,,
802,20000,9,101,9.86E+09,,,,,,
803,30000,9,101,9.83E+09,,,,,,
804,40000,9,101,9.81E+09,,,,,,
805,50000,9,101,9.78E+09,,,,,,
807,70000,9,101,9.73E+09,,,,,,
806,60000,9,101,9.76E+09,,,,,,
808,80000,9,101,9.71E+09,,,,,,
809,90000,9,101,9.69E+09,,,,,,
810,100000,9,101,9.68E+09,,,,,,
811,110000,9,101,9.66E+09,,,,,,
812,120000,9,101,9.64E+09,,,,,,
813,130000,9,101,9.63E+09,,,,,,
814,140000,9,101,9.63E+09,,,,,,
815,150000,9,101,9.62E+09,,,,,,
816,160000,9,101,9.61E+09,,,,,,
817,170000,9,101,9.60E+09,,,,,,
818,180000,9,101,9.59E+09,,,,,,
819,190000,9,101,9.57E+09,,,,,,
820,200000,9,101,9.56E+09,,,,,,
821,210000,9,101,9.55E+09,,,,,,
822,220000,9,101,9.55E+09,,,,,,
823,230000,9,101,9.54E+09,,,,,,
825,250000,9,101,9.54E+09,,,,,,
824,240000,9,101,9.54E+09,,,,,,
826,260000,9,101,9.54E+09,,,,,,
827,270000,9,101,9.53E+09,,,,,,
828,280000,9,101,9.52E+09,,,,,,
829,290000,9,101,9.53E+09,,,,,,
830,300000,9,101,9.53E+09,,,,,,
831,310000,9,101,9.54E+09,,,,,,
833,330000,9,101,9.54E+09,,,,,,
832,320000,9,101,9.54E+09,,,,,,
834,340000,9,101,9.54E+09,,,,,,
835,350000,9,101,9.55E+09,,,,,,
836,360000,9,101,9.56E+09,,,,,,
837,370000,9,101,9.57E+09,,,,,,
838,380000,9,101,9.58E+09,,,,,,
839,390000,9,101,9.58E+09,,,,,,
841,410000,9,101,9.60E+09,,,,,,
840,400000,9,101,9.59E+09,,,,,,
842,420000,9,101,9.61E+09,,,,,,
843,430000,9,101,9.62E+09,,,,,,
844,440000,9,101,9.63E+09,,,,,,
845,450000,9,101,9.64E+09,,,,,,
847,470000,9,101,9.68E+09,,,,,,
846,460000,9,101,9.66E+09,,,,,,
848,480000,9,101,9.71E+09,,,,,,
849,490000,9,101,9.73E+09,,,,,,
850,500000,9,101,9.74E+09,,,,,,
851,510000,9,101,9.77E+09,,,,,,
852,520000,9,101,9.78E+09,,,,,,
853,530000,9,101,9.80E+09,,,,,,
854,540000,9,101,9.82E+09,,,,,,
855,550000,9,101,9.84E+09,,,,,,
856,560000,9,101,9.88E+09,,,,,,
857,570000,9,101,9.91E+09,,,,,,
858,580000,9,101,9.94E+09,,,,,,
859,590000,9,101,9.97E+09,,,,,,
860,600000,9,101,1.00E+10,,,,,,
861,610000,9,101,1.00E+10,,,,,,
862,620000,9,101,1.01E+10,,,,,,
863,630000,9,101,1.01E+10,,,,,,
864,640000,9,101,1.01E+10,,,,,,
865,650000,9,101,1.02E+10,,,,,,
866,660000,9,101,1.02E+10,,,,,,
867,670000,9,101,1.02E+10,,,,,,
868,680000,9,101,1.03E+10,,,,,,
869,690000,9,101,1.03E+10,,,,,,
870,700000,9,101,1.03E+10,,,,,,
871,710000,9,101,1.04E+10,,,,,,
872,720000,9,101,1.04E+10,,,,,,
873,730000,9,101,1.04E+10,,,,,,
874,740000,9,101,1.05E+10,,,,,,
875,750000,9,101,1.05E+10,,,,,,
876,760000,9,101,1.06E+10,,,,,,
877,770000,9,101,1.06E+10,,,,,,
878,780000,9,101,1.07E+10,,,,,,
879,790000,9,101,1.07E+10,,,,,,
880,800000,9,101,1.07E+10,,,,,,
881,810000,9,101,1.08E+10,,,,,,
882,820000,9,101,1.08E+10,,,,,,
883,830000,9,101,1.09E+10,,,,,,
884,840000,9,101,1.09E+10,,,,,,
885,850000,9,101,1.10E+10,,,,,,
886,860000,9,101,1.10E+10,,,,,,
887,870000,9,101,1.11E+10,,,,,,
888,880000,9,101,1.11E+10,,,,,,
889,890000,9,101,1.12E+10,,,,,,
890,900000,9,101,1.12E+10,,,,,,
891,910000,9,101,1.13E+10,,,,,,
892,920000,9,101,1.13E+10,,,,,,
893,930000,9,101,1.14E+10,,,,,,
894,940000,9,101,1.15E+10,,,,,,
895,950000,9,101,1.15E+10,,,,,,
896,960000,9,101,1.16E+10,,,,,,
897,970000,9,101,1.16E+10,,,,,,
898,980000,9,101,1.17E+10,,,,,,
899,990000,9,101,1.18E+10,,,,,,
900,1000000,9,101,1.18E+10,,,,,,
901,10000,10,101,1.28E+10,,,,,,
903,30000,10,101,1.27E+10,,,,,,
902,20000,10,101,1.28E+10,,,,,,
904,40000,10,101,1.27E+10,,,,,,
905,50000,10,101,1.27E+10,,,,,,
906,60000,10,101,1.26E+10,,,,,,
907,70000,10,101,1.26E+10,,,,,,
908,80000,10,101,1.25E+10,,,,,,
909,90000,10,101,1.25E+10,,,,,,
910,100000,10,101,1.25E+10,,,,,,
911,110000,10,101,1.25E+10,,,,,,
912,120000,10,101,1.24E+10,,,,,,
913,130000,10,101,1.24E+10,,,,,,
914,140000,10,101,1.24E+10,,,,,,
915,150000,10,101,1.23E+10,,,,,,
916,160000,10,101,1.23E+10,,,,,,
917,170000,10,101,1.23E+10,,,,,,
918,180000,10,101,1.22E+10,,,,,,
919,190000,10,101,1.22E+10,,,,,,
920,200000,10,101,1.22E+10,,,,,,
921,210000,10,101,1.22E+10,,,,,,
922,220000,10,101,1.22E+10,,,,,,
923,230000,10,101,1.22E+10,,,,,,
924,240000,10,101,1.21E+10,,,,,,
925,250000,10,101,1.21E+10,,,,,,
926,260000,10,101,1.21E+10,,,,,,
927,270000,10,101,1.21E+10,,,,,,
928,280000,10,101,1.21E+10,,,,,,
929,290000,10,101,1.21E+10,,,,,,
930,300000,10,101,1.21E+10,,,,,,
931,310000,10,101,1.21E+10,,,,,,
932,320000,10,101,1.21E+10,,,,,,
933,330000,10,101,1.20E+10,,,,,,
935,350000,10,101,1.20E+10,,,,,,
934,340000,10,101,1.20E+10,,,,,,
936,360000,10,101,1.20E+10,,,,,,
937,370000,10,101,1.20E+10,,,,,,
938,380000,10,101,1.20E+10,,,,,,
939,390000,10,101,1.20E+10,,,,,,
940,400000,10,101,1.19E+10,,,,,,
941,410000,10,101,1.19E+10,,,,,,
942,420000,10,101,1.19E+10,,,,,,
943,430000,10,101,1.19E+10,,,,,,
944,440000,10,101,1.19E+10,,,,,,
945,450000,10,101,1.19E+10,,,,,,
946,460000,10,101,1.19E+10,,,,,,
947,470000,10,101,1.19E+10,,,,,,
948,480000,10,101,1.19E+10,,,,,,
949,490000,10,101,1.19E+10,,,,,,
950,500000,10,101,1.20E+10,,,,,,
951,510000,10,101,1.20E+10,,,,,,
952,520000,10,101,1.20E+10,,,,,,
953,530000,10,101,1.20E+10,,,,,,
954,540000,10,101,1.20E+10,,,,,,
955,550000,10,101,1.20E+10,,,,,,
956,560000,10,101,1.20E+10,,,,,,
957,570000,10,101,1.20E+10,,,,,,
958,580000,10,101,1.20E+10,,,,,,
959,590000,10,101,1.20E+10,,,,,,
960,600000,10,101,1.21E+10,,,,,,
961,610000,10,101,1.21E+10,,,,,,
962,620000,10,101,1.21E+10,,,,,,
963,630000,10,101,1.21E+10,,,,,,
964,640000,10,101,1.21E+10,,,,,,
965,650000,10,101,1.21E+10,,,,,,
966,660000,10,101,1.21E+10,,,,,,
967,670000,10,101,1.22E+10,,,,,,
968,680000,10,101,1.22E+10,,,,,,
970,700000,10,101,1.22E+10,,,,,,
969,690000,10,101,1.22E+10,,,,,,
971,710000,10,101,1.22E+10,,,,,,
972,720000,10,101,1.23E+10,,,,,,
973,730000,10,101,1.23E+10,,,,,,
974,740000,10,101,1.23E+10,,,,,,
975,750000,10,101,1.23E+10,,,,,,
976,760000,10,101,1.24E+10,,,,,,
977,770000,10,101,1.24E+10,,,,,,
978,780000,10,101,1.24E+10,,,,,,
979,790000,10,101,1.25E+10,,,,,,
980,800000,10,101,1.25E+10,,,,,,
981,810000,10,101,1.25E+10,,,,,,
982,820000,10,101,1.26E+10,,,,,,
983,830000,10,101,1.26E+10,,,,,,
984,840000,10,101,1.26E+10,,,,,,
985,850000,10,101,1.27E+10,,,,,,
986,860000,10,101,1.27E+10,,,,,,
987,870000,10,101,1.27E+10,,,,,,
988,880000,10,101,1.28E+10,,,,,,
989,890000,10,101,1.28E+10,,,,,,
990,900000,10,101,1.28E+10,,,,,,
991,910000,10,101,1.29E+10,,,,,,
992,920000,10,101,1.29E+10,,,,,,
993,930000,10,101,1.29E+10,,,,,,
994,940000,10,101,1.30E+10,,,,,,
995,950000,10,101,1.30E+10,,,,,,
996,960000,10,101,1.31E+10,,,,,,
997,970000,10,101,1.31E+10,,,,,,
998,980000,10,101,1.32E+10,,,,,,
999,990000,10,101,1.32E+10,,,,,,
1000,1000000,10,101,1.33E+10,,,,,,
1001,10000,11,101,1.63E+10,,,,,,
1002,20000,11,101,1.63E+10,,,,,,
1003,30000,11,101,1.62E+10,,,,,,
1004,40000,11,101,1.62E+10,,,,,,
1005,50000,11,101,1.62E+10,,,,,,
1006,60000,11,101,1.61E+10,,,,,,
1007,70000,11,101,1.61E+10,,,,,,
1008,80000,11,101,1.60E+10,,,,,,
1009,90000,11,101,1.60E+10,,,,,,
1010,100000,11,101,1.59E+10,,,,,,
1011,110000,11,101,1.58E+10,,,,,,
1012,120000,11,101,1.58E+10,,,,,,
1013,130000,11,101,1.57E+10,,,,,,
1014,140000,11,101,1.57E+10,,,,,,
1015,150000,11,101,1.57E+10,,,,,,
1016,160000,11,101,1.56E+10,,,,,,
1017,170000,11,101,1.56E+10,,,,,,
1018,180000,11,101,1.56E+10,,,,,,
1019,190000,11,101,1.55E+10,,,,,,
1020,200000,11,101,1.55E+10,,,,,,
1021,210000,11,101,1.54E+10,,,,,,
1022,220000,11,101,1.54E+10,,,,,,
1023,230000,11,101,1.54E+10,,,,,,
1024,240000,11,101,1.53E+10,,,,,,
1025,250000,11,101,1.53E+10,,,,,,
1027,270000,11,101,1.52E+10,,,,,,
1026,260000,11,101,1.53E+10,,,,,,
1028,280000,11,101,1.52E+10,,,,,,
1029,290000,11,101,1.52E+10,,,,,,
1030,300000,11,101,1.51E+10,,,,,,
1031,310000,11,101,1.51E+10,,,,,,
1032,320000,11,101,1.51E+10,,,,,,
1033,330000,11,101,1.51E+10,,,,,,
1034,340000,11,101,1.50E+10,,,,,,
1036,360000,11,101,1.50E+10,,,,,,
1035,350000,11,101,1.50E+10,,,,,,
1037,370000,11,101,1.50E+10,,,,,,
1038,380000,11,101,1.49E+10,,,,,,
1039,390000,11,101,1.49E+10,,,,,,
1040,400000,11,101,1.49E+10,,,,,,
1041,410000,11,101,1.49E+10,,,,,,
1042,420000,11,101,1.49E+10,,,,,,
1043,430000,11,101,1.49E+10,,,,,,
1044,440000,11,101,1.49E+10,,,,,,
1045,450000,11,101,1.48E+10,,,,,,
1046,460000,11,101,1.48E+10,,,,,,
1047,470000,11,101,1.48E+10,,,,,,
1048,480000,11,101,1.48E+10,,,,,,
1049,490000,11,101,1.48E+10,,,,,,
1050,500000,11,101,1.48E+10,,,,,,
1051,510000,11,101,1.48E+10,,,,,,
1052,520000,11,101,1.48E+10,,,,,,
1053,530000,11,101,1.47E+10,,,,,,
1054,540000,11,101,1.47E+10,,,,,,
1055,550000,11,101,1.47E+10,,,,,,
1056,560000,11,101,1.47E+10,,,,,,
1057,570000,11,101,1.47E+10,,,,,,
1058,580000,11,101,1.47E+10,,,,,,
1059,590000,11,101,1.47E+10,,,,,,
1060,600000,11,101,1.47E+10,,,,,,
1061,610000,11,101,1.47E+10,,,,,,
1062,620000,11,101,1.47E+10,,,,,,
1063,630000,11,101,1.47E+10,,,,,,
1064,640000,11,101,1.47E+10,,,,,,
1065,650000,11,101,1.47E+10,,,,,,
1066,660000,11,101,1.47E+10,,,,,,
1067,670000,11,101,1.47E+10,,,,,,
1068,680000,11,101,1.47E+10,,,,,,
1069,690000,11,101,1.47E+10,,,,,,
1070,700000,11,101,1.47E+10,,,,,,
1071,710000,11,101,1.47E+10,,,,,,
1072,720000,11,101,1.47E+10,,,,,,
1073,730000,11,101,1.47E+10,,,,,,
1074,740000,11,101,1.47E+10,,,,,,
1075,750000,11,101,1.47E+10,,,,,,
1076,760000,11,101,1.47E+10,,,,,,
1077,770000,11,101,1.48E+10,,,,,,
1078,780000,11,101,1.48E+10,,,,,,
1079,790000,11,101,1.48E+10,,,,,,
1080,800000,11,101,1.48E+10,,,,,,
1081,810000,11,101,1.48E+10,,,,,,
1082,820000,11,101,1.48E+10,,,,,,
1083,830000,11,101,1.48E+10,,,,,,
1084,840000,11,101,1.48E+10,,,,,,
1086,860000,11,101,1.49E+10,,,,,,
1085,850000,11,101,1.49E+10,,,,,,
1087,870000,11,101,1.49E+10,,,,,,
1088,880000,11,101,1.49E+10,,,,,,
1089,890000,11,101,1.50E+10,,,,,,
1090,900000,11,101,1.50E+10,,,,,,
1091,910000,11,101,1.50E+10,,,,,,
1092,920000,11,101,1.50E+10,,,,,,
1093,930000,11,101,1.51E+10,,,,,,
1094,940000,11,101,1.51E+10,,,,,,
1095,950000,11,101,1.51E+10,,,,,,
1096,960000,11,101,1.51E+10,,,,,,
1097,970000,11,101,1.52E+10,,,,,,
1098,980000,11,101,1.52E+10,,,,,,
1099,990000,11,101,1.52E+10,,,,,,
1101,10000,12,101,2.05E+10,,,,,,
1100,1000000,11,101,1.52E+10,,,,,,
1102,20000,12,101,2.04E+10,,,,,,
1103,30000,12,101,2.04E+10,,,,,,
1104,40000,12,101,2.03E+10,,,,,,
1106,60000,12,101,2.02E+10,,,,,,
1105,50000,12,101,2.02E+10,,,,,,
1108,80000,12,101,2.01E+10,,,,,,
1107,70000,12,101,2.01E+10,,,,,,
1109,90000,12,101,2.00E+10,,,,,,
1110,100000,12,101,2.00E+10,,,,,,
1112,120000,12,101,1.98E+10,,,,,,
1111,110000,12,101,1.99E+10,,,,,,
1113,130000,12,101,1.98E+10,,,,,,
1114,140000,12,101,1.97E+10,,,,,,
1115,150000,12,101,1.97E+10,,,,,,
1116,160000,12,101,1.96E+10,,,,,,
1117,170000,12,101,1.96E+10,,,,,,
1118,180000,12,101,1.95E+10,,,,,,
1120,200000,12,101,1.94E+10,,,,,,
1119,190000,12,101,1.95E+10,,,,,,
1121,210000,12,101,1.94E+10,,,,,,
1122,220000,12,101,1.93E+10,,,,,,
1123,230000,12,101,1.93E+10,,,,,,
1124,240000,12,101,1.93E+10,,,,,,
1125,250000,12,101,1.92E+10,,,,,,
1126,260000,12,101,1.91E+10,,,,,,
1127,270000,12,101,1.91E+10,,,,,,
1128,280000,12,101,1.91E+10,,,,,,
1129,290000,12,101,1.90E+10,,,,,,
1130,300000,12,101,1.89E+10,,,,,,
1131,310000,12,101,1.89E+10,,,,,,
1132,320000,12,101,1.89E+10,,,,,,
1133,330000,12,101,1.88E+10,,,,,,
1134,340000,12,101,1.87E+10,,,,,,
1135,350000,12,101,1.87E+10,,,,,,
1136,360000,12,101,1.87E+10,,,,,,
1137,370000,12,101,1.86E+10,,,,,,
1138,380000,12,101,1.86E+10,,,,,,
1139,390000,12,101,1.85E+10,,,,,,
1140,400000,12,101,1.85E+10,,,,,,
1141,410000,12,101,1.85E+10,,,,,,
1142,420000,12,101,1.85E+10,,,,,,
1143,430000,12,101,1.84E+10,,,,,,
1144,440000,12,101,1.84E+10,,,,,,
1145,450000,12,101,1.83E+10,,,,,,
1146,460000,12,101,1.83E+10,,,,,,
1147,470000,12,101,1.83E+10,,,,,,
1148,480000,12,101,1.82E+10,,,,,,
1149,490000,12,101,1.82E+10,,,,,,
1150,500000,12,101,1.82E+10,,,,,,
1151,510000,12,101,1.81E+10,,,,,,
1152,520000,12,101,1.81E+10,,,,,,
1153,530000,12,101,1.81E+10,,,,,,
1154,540000,12,101,1.81E+10,,,,,,
1155,550000,12,101,1.80E+10,,,,,,
1156,560000,12,101,1.80E+10,,,,,,
1157,570000,12,101,1.80E+10,,,,,,
1158,580000,12,101,1.80E+10,,,,,,
1159,590000,12,101,1.79E+10,,,,,,
1160,600000,12,101,1.79E+10,,,,,,
1161,610000,12,101,1.79E+10,,,,,,
1162,620000,12,101,1.79E+10,,,,,,
1163,630000,12,101,1.79E+10,,,,,,
1164,640000,12,101,1.79E+10,,,,,,
1165,650000,12,101,1.78E+10,,,,,,
1166,660000,12,101,1.78E+10,,,,,,
1167,670000,12,101,1.78E+10,,,,,,
1168,680000,12,101,1.78E+10,,,,,,
1169,690000,12,101,1.78E+10,,,,,,
1170,700000,12,101,1.78E+10,,,,,,
1171,710000,12,101,1.78E+10,,,,,,
1172,720000,12,101,1.77E+10,,,,,,
1173,730000,12,101,1.77E+10,,,,,,
1175,750000,12,101,1.77E+10,,,,,,
1174,740000,12,101,1.77E+10,,,,,,
1176,760000,12,101,1.77E+10,,,,,,
1177,770000,12,101,1.77E+10,,,,,,
1178,780000,12,101,1.77E+10,,,,,,
1179,790000,12,101,1.77E+10,,,,,,
1180,800000,12,101,1.77E+10,,,,,,
1181,810000,12,101,1.77E+10,,,,,,
1182,820000,12,101,1.77E+10,,,,,,
1183,830000,12,101,1.77E+10,,,,,,
1184,840000,12,101,1.77E+10,,,,,,
1185,850000,12,101,1.77E+10,,,,,,
1186,860000,12,101,1.77E+10,,,,,,
1187,870000,12,101,1.77E+10,,,,,,
1188,880000,12,101,1.77E+10,,,,,,
1190,900000,12,101,1.78E+10,,,,,,
1189,890000,12,101,1.78E+10,,,,,,
1191,910000,12,101,1.77E+10,,,,,,
1192,920000,12,101,1.78E+10,,,,,,
1193,930000,12,101,1.78E+10,,,,,,
1194,940000,12,101,1.78E+10,,,,,,
1195,950000,12,101,1.78E+10,,,,,,
1196,960000,12,101,1.78E+10,,,,,,
1197,970000,12,101,1.78E+10,,,,,,
1198,980000,12,101,1.78E+10,,,,,,
1199,990000,12,101,1.78E+10,,,,,,
1200,1000000,12,101,1.78E+10,,,,,,
1201,10000,13,101,2.56E+10,,,,,,
1202,20000,13,101,2.55E+10,,,,,,
1203,30000,13,101,2.54E+10,,,,,,
1204,40000,13,101,2.53E+10,,,,,,
1205,50000,13,101,2.52E+10,,,,,,
1206,60000,13,101,2.51E+10,,,,,,
1207,70000,13,101,2.50E+10,,,,,,
1208,80000,13,101,2.49E+10,,,,,,
1209,90000,13,101,2.49E+10,,,,,,
1210,100000,13,101,2.48E+10,,,,,,
1211,110000,13,101,2.47E+10,,,,,,
1212,120000,13,101,2.46E+10,,,,,,
1213,130000,13,101,2.46E+10,,,,,,
1214,140000,13,101,2.45E+10,,,,,,
1215,150000,13,101,2.44E+10,,,,,,
1216,160000,13,101,2.43E+10,,,,,,
1218,180000,13,101,2.42E+10,,,,,,
1217,170000,13,101,2.43E+10,,,,,,
1219,190000,13,101,2.41E+10,,,,,,
1220,200000,13,101,2.41E+10,,,,,,
1221,210000,13,101,2.40E+10,,,,,,
1222,220000,13,101,2.39E+10,,,,,,
