"BehaviorSpace results (NetLogo 6.1.1)"
"/Users/tikumporn/Desktop/GitHub/GameTheoryFloodReloc/Netlogo/ObjRun.nlogo"
"best_Subsidy"
"11/13/2019 18:24:38:192 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-1000","0","0","1000"
"[run number]","Subsidy","Moving_Cost_Multiplier","[step]","OBJECTIVE"
"268","650000","7.2","101","7.7644506904883995E9"
"269","660000","7.2","101","7.823273333988217E9"
"270","670000","7.2","101","7.881952079692049E9"
"271","680000","7.2","101","7.942729479275178E9"
"272","690000","7.2","101","8.008584663383525E9"
"274","710000","7.2","101","8.136057413866043E9"
"273","700000","7.2","101","8.071776343750405E9"
"275","720000","7.2","101","8.203029614955435E9"
"276","730000","7.2","101","8.268822154740564E9"
"277","740000","7.2","101","8.333841942057048E9"
"278","750000","7.2","101","8.400794171124846E9"
"279","760000","7.2","101","8.466689886612551E9"
"280","770000","7.2","101","8.5334361701646805E9"
"281","780000","7.2","101","8.602359639522955E9"
"282","790000","7.2","101","8.674300979461864E9"
"283","800000","7.2","101","8.744501517006025E9"
"284","810000","7.2","101","8.815801637987492E9"
"285","820000","7.2","101","8.88911614781567E9"
"286","830000","7.2","101","8.961478915435888E9"
"287","840000","7.2","101","9.030904153954601E9"
"288","850000","7.2","101","9.105271462017847E9"
"289","860000","7.2","101","9.17971296467587E9"
"290","870000","7.2","101","9.25658167785949E9"
"291","880000","7.2","101","9.333562449881636E9"
"292","890000","7.2","101","9.40945942158215E9"
"293","900000","7.2","101","9.48699256442887E9"
"294","910000","7.2","101","9.56465847665368E9"
"295","920000","7.2","101","9.64104952554521E9"
"296","930000","7.2","101","9.71551262058388E9"
"297","940000","7.2","101","9.793974120943336E9"
"298","950000","7.2","101","9.871250371292337E9"
"299","960000","7.2","101","9.94899982741607E9"
"300","970000","7.2","101","1.0028052428239279E10"
"301","980000","7.2","101","1.0107412118270794E10"
"302","990000","7.2","101","1.0181909198048756E10"
"303","1000000","7.2","101","1.0262706078665504E10"
"304","0","7.3","101","6.059234177032211E9"
"305","10000","7.3","101","6.04610158634096E9"
"306","20000","7.3","101","6.0312835774762E9"
"307","30000","7.3","101","6.020429945929983E9"
"308","40000","7.3","101","6.013654278374148E9"
"309","50000","7.3","101","6.003848707243157E9"
"310","60000","7.3","101","6.010642723862665E9"
"311","70000","7.3","101","6.015412472119627E9"
"312","80000","7.3","101","6.026908586957081E9"
"313","90000","7.3","101","6.041250939222076E9"
"314","100000","7.3","101","6.05040428166556E9"
"315","110000","7.3","101","6.05952440660581E9"
"316","120000","7.3","101","6.068360638195543E9"
"317","130000","7.3","101","6.077541412230172E9"
"318","140000","7.3","101","6.085705754238623E9"
"319","150000","7.3","101","6.096491568162877E9"
"320","160000","7.3","101","6.100500881700149E9"
"323","190000","7.3","101","6.1392313692453165E9"
"321","170000","7.3","101","6.107589990469491E9"
"322","180000","7.3","101","6.125734930794431E9"
"324","200000","7.3","101","6.160426277000209E9"
"325","210000","7.3","101","6.179110267094975E9"
"326","220000","7.3","101","6.202813211421114E9"
"327","230000","7.3","101","6.2179900507777E9"
"328","240000","7.3","101","6.237355486489361E9"
"329","250000","7.3","101","6.258642413614047E9"
"330","260000","7.3","101","6.277891370744135E9"
"331","270000","7.3","101","6.298536435617405E9"
"332","280000","7.3","101","6.321604008870326E9"
"333","290000","7.3","101","6.343338352563249E9"
"335","310000","7.3","101","6.393068199481577E9"
"334","300000","7.3","101","6.366982506916205E9"
"336","320000","7.3","101","6.420132671931006E9"
"338","340000","7.3","101","6.476034073923303E9"
"337","330000","7.3","101","6.444806037804324E9"
"339","350000","7.3","101","6.50674367408287E9"
"340","360000","7.3","101","6.533755096409245E9"
"341","370000","7.3","101","6.564403392899283E9"
"343","390000","7.3","101","6.633965102570204E9"
"342","380000","7.3","101","6.598787067313837E9"
"344","400000","7.3","101","6.6681753523418665E9"
"345","410000","7.3","101","6.704676954226039E9"
"346","420000","7.3","101","6.741107825848593E9"
"347","430000","7.3","101","6.779665037216111E9"
"348","440000","7.3","101","6.820030975639635E9"
"349","450000","7.3","101","6.86199283856608E9"
"350","460000","7.3","101","6.902433600927046E9"
"351","470000","7.3","101","6.943479188536557E9"
"352","480000","7.3","101","6.992205862189511E9"
"353","490000","7.3","101","7.038419259954222E9"
"354","500000","7.3","101","7.081117992725262E9"
"355","510000","7.3","101","7.125432835515372E9"
"356","520000","7.3","101","7.171135409650473E9"
"357","530000","7.3","101","7.220818765952556E9"
"358","540000","7.3","101","7.264560077978147E9"
"359","550000","7.3","101","7.316382838661147E9"
"360","560000","7.3","101","7.365098269951057E9"
"361","570000","7.3","101","7.41088264532496E9"
"362","580000","7.3","101","7.467274254725409E9"
"363","590000","7.3","101","7.519880423429033E9"
"364","600000","7.3","101","7.57692783332833E9"
"365","610000","7.3","101","7.6301294367438135E9"
"366","620000","7.3","101","7.6889271588966055E9"
"367","630000","7.3","101","7.745223909595746E9"
"369","650000","7.3","101","7.861130665261766E9"
"368","640000","7.3","101","7.803026140896446E9"
"370","660000","7.3","101","7.922612442665744E9"
"371","670000","7.3","101","7.985755188563994E9"
"372","680000","7.3","101","8.047173192461127E9"
"373","690000","7.3","101","8.104597056469577E9"
"374","700000","7.3","101","8.167687221842322E9"
"375","710000","7.3","101","8.229594522425838E9"
"376","720000","7.3","101","8.281611431002235E9"
"377","730000","7.3","101","8.346830609395133E9"
"378","740000","7.3","101","8.41691381815107E9"
"379","750000","7.3","101","8.484898887428243E9"
"380","760000","7.3","101","8.550701228168653E9"
"381","770000","7.3","101","8.617266193878439E9"
"382","780000","7.3","101","8.683243396939222E9"
"383","790000","7.3","101","8.751689730176394E9"
"384","800000","7.3","101","8.820479397281345E9"
"385","810000","7.3","101","8.888767440754057E9"
"386","820000","7.3","101","8.959229129261639E9"
"387","830000","7.3","101","9.030391946801556E9"
"388","840000","7.3","101","9.102440666999868E9"
"389","850000","7.3","101","9.17435696477107E9"
"390","860000","7.3","101","9.246058636631897E9"
"392","880000","7.3","101","9.396421777394272E9"
"391","870000","7.3","101","9.321007550719204E9"
"393","890000","7.3","101","9.472441245976385E9"
"394","900000","7.3","101","9.54885156217554E9"
"395","910000","7.3","101","9.625123093258059E9"
"396","920000","7.3","101","9.70130883793687E9"
"397","930000","7.3","101","9.77889772097386E9"
"398","940000","7.3","101","9.856613060582182E9"
"399","950000","7.3","101","9.932122424581602E9"
"400","960000","7.3","101","1.0005888013982447E10"
"401","970000","7.3","101","1.0083322066640543E10"
"402","980000","7.3","101","1.0162773275801718E10"
"403","990000","7.3","101","1.0241682600702635E10"
"404","1000000","7.3","101","1.0321491188764355E10"
"405","0","7.4","101","6.241774256720406E9"
"406","10000","7.4","101","6.240010590192136E9"
"407","20000","7.4","101","6.228419664890965E9"
"408","30000","7.4","101","6.224727207269358E9"
"409","40000","7.4","101","6.211516102784406E9"
"410","50000","7.4","101","6.205796566556509E9"
"411","60000","7.4","101","6.207045809836105E9"
"412","70000","7.4","101","6.201140348103213E9"
"413","80000","7.4","101","6.207314016566576E9"
"414","90000","7.4","101","6.212284662628314E9"
"415","100000","7.4","101","6.216042774776403E9"
"416","110000","7.4","101","6.2231850650959E9"
"417","120000","7.4","101","6.232089383583489E9"
"418","130000","7.4","101","6.244192988894451E9"
"419","140000","7.4","101","6.252106946494177E9"
"420","150000","7.4","101","6.258788369143804E9"
"421","160000","7.4","101","6.273813277465714E9"
"422","170000","7.4","101","6.283988737691079E9"
"423","180000","7.4","101","6.297467194461561E9"
"424","190000","7.4","101","6.307975024674234E9"
"426","210000","7.4","101","6.336811519288333E9"
"425","200000","7.4","101","6.32238895634084E9"
"427","220000","7.4","101","6.355591318971341E9"
"428","230000","7.4","101","6.371972798849973E9"
"429","240000","7.4","101","6.3920898040703E9"
"430","250000","7.4","101","6.41255710254712E9"
"431","260000","7.4","101","6.432560502182321E9"
"432","270000","7.4","101","6.452903628908683E9"
"433","280000","7.4","101","6.478412560526875E9"
"434","290000","7.4","101","6.503498559531551E9"
"435","300000","7.4","101","6.529695421702294E9"
"436","310000","7.4","101","6.551251799489838E9"
"437","320000","7.4","101","6.57617688915473E9"
"438","330000","7.4","101","6.60288362414188E9"
"439","340000","7.4","101","6.630175822264491E9"
"440","350000","7.4","101","6.660067724176024E9"
"441","360000","7.4","101","6.684291223851367E9"
"442","370000","7.4","101","6.715350788890559E9"
"443","380000","7.4","101","6.745683062349584E9"
"444","390000","7.4","101","6.777239348599893E9"
"445","400000","7.4","101","6.80785579220867E9"
"446","410000","7.4","101","6.842321088786515E9"
"447","420000","7.4","101","6.874888244359002E9"
"448","430000","7.4","101","6.912986056918815E9"
"449","440000","7.4","101","6.948631368186753E9"
"450","450000","7.4","101","6.986366929119586E9"
"451","460000","7.4","101","7.030101809232438E9"
"453","480000","7.4","101","7.110700454707625E9"
"452","470000","7.4","101","7.070668320446435E9"
"454","490000","7.4","101","7.1535836765636835E9"
"455","500000","7.4","101","7.198650390314166E9"
"456","510000","7.4","101","7.244866964395116E9"
"457","520000","7.4","101","7.288267463362777E9"
"458","530000","7.4","101","7.33554913104555E9"
"459","540000","7.4","101","7.382545797230223E9"
"460","550000","7.4","101","7.433251982868395E9"
"461","560000","7.4","101","7.484972807825422E9"
"462","570000","7.4","101","7.537385072198074E9"
"463","580000","7.4","101","7.582082263142577E9"
"464","590000","7.4","101","7.634589605928388E9"
"465","600000","7.4","101","7.684884734795715E9"
"466","610000","7.4","101","7.738359729165906E9"
"467","620000","7.4","101","7.791258873704536E9"
"468","630000","7.4","101","7.843663585634694E9"
"469","640000","7.4","101","7.902000319550546E9"
"470","650000","7.4","101","7.958273621555996E9"
"471","660000","7.4","101","8.017740883933482E9"
"472","670000","7.4","101","8.074708668209516E9"
"473","680000","7.4","101","8.134873569743399E9"
"474","690000","7.4","101","8.1907807904848385E9"
"475","700000","7.4","101","8.253807002343132E9"
"476","710000","7.4","101","8.31696802721431E9"
"477","720000","7.4","101","8.378893823439502E9"
"478","730000","7.4","101","8.4406490582002945E9"
"479","740000","7.4","101","8.5057269363173895E9"
"480","750000","7.4","101","8.572765137459047E9"
"481","760000","7.4","101","8.64127863583911E9"
"482","770000","7.4","101","8.710017612491629E9"
"484","790000","7.4","101","8.838039285860823E9"
"483","780000","7.4","101","8.769097699632353E9"
"485","800000","7.4","101","8.90867846625999E9"
"486","810000","7.4","101","8.974019009610592E9"
"487","820000","7.4","101","9.042793603919622E9"
"488","830000","7.4","101","9.1143832959356E9"
"489","840000","7.4","101","9.184551616521513E9"
"490","850000","7.4","101","9.252936158613358E9"
"491","860000","7.4","101","9.323217921739214E9"
"492","870000","7.4","101","9.392727688905022E9"
"493","880000","7.4","101","9.465995680548264E9"
"495","900000","7.4","101","9.61073885887086E9"
"496","910000","7.4","101","9.687714789173685E9"
"494","890000","7.4","101","9.537817730173323E9"
"497","920000","7.4","101","9.761545578899345E9"
"499","940000","7.4","101","9.91582393563783E9"
"498","930000","7.4","101","9.837463927699E9"
"500","950000","7.4","101","9.992331498672709E9"
"501","960000","7.4","101","1.0066844863818996E10"
"502","970000","7.4","101","1.0145235545259974E10"
"503","980000","7.4","101","1.0223381300268883E10"
"504","990000","7.4","101","1.0300377569884476E10"
"505","1000000","7.4","101","1.0375466256718565E10"
"506","0","7.5","101","6.420891714095113E9"
"507","10000","7.5","101","6.422303986184791E9"
"508","20000","7.5","101","6.420055823384385E9"
"509","30000","7.5","101","6.414115977546765E9"
"510","40000","7.5","101","6.404874283818399E9"
"511","50000","7.5","101","6.396197057234189E9"
"512","60000","7.5","101","6.390743292922405E9"
"513","70000","7.5","101","6.395031281666192E9"
"514","80000","7.5","101","6.402788736656357E9"
"515","90000","7.5","101","6.402923359890376E9"
"516","100000","7.5","101","6.408296508898092E9"
"517","110000","7.5","101","6.410853924650144E9"
"518","120000","7.5","101","6.414203826098964E9"
"519","130000","7.5","101","6.416812085681177E9"
"520","140000","7.5","101","6.4267242571027355E9"
"521","150000","7.5","101","6.429274150625585E9"
"522","160000","7.5","101","6.433819854965944E9"
"523","170000","7.5","101","6.445140721486979E9"
"524","180000","7.5","101","6.456645595596786E9"
"525","190000","7.5","101","6.4698138767370405E9"
"526","200000","7.5","101","6.483171097955104E9"
"527","210000","7.5","101","6.500529013578169E9"
"528","220000","7.5","101","6.51891773949638E9"
"529","230000","7.5","101","6.536683043665924E9"
"530","240000","7.5","101","6.552347677975086E9"
"531","250000","7.5","101","6.567758911944682E9"
"532","260000","7.5","101","6.58440109359818E9"
"533","270000","7.5","101","6.611802263881934E9"
"534","280000","7.5","101","6.633859282336304E9"
"535","290000","7.5","101","6.648463863147338E9"
"536","300000","7.5","101","6.674805592881076E9"
"537","310000","7.5","101","6.700711708719155E9"
"538","320000","7.5","101","6.725658371614073E9"
"539","330000","7.5","101","6.752286787049664E9"
"540","340000","7.5","101","6.782398573530093E9"
"541","350000","7.5","101","6.807898078568107E9"
"542","360000","7.5","101","6.835648930414903E9"
"543","370000","7.5","101","6.864398574686085E9"
"544","380000","7.5","101","6.890511204387526E9"
"545","390000","7.5","101","6.922312820997176E9"
"546","400000","7.5","101","6.957324124565761E9"
"547","410000","7.5","101","6.989503929436752E9"
"548","420000","7.5","101","7.022013198537796E9"
"549","430000","7.5","101","7.053818510925912E9"
"550","440000","7.5","101","7.092115873746731E9"
"551","450000","7.5","101","7.128638567087784E9"
"552","460000","7.5","101","7.165627339942045E9"
"553","470000","7.5","101","7.20405355789003E9"
"554","480000","7.5","101","7.243684646999998E9"
"555","490000","7.5","101","7.288136704664636E9"
"556","500000","7.5","101","7.331034001152869E9"
"557","510000","7.5","101","7.371454163836644E9"
"558","520000","7.5","101","7.417280993883307E9"
"559","530000","7.5","101","7.456346503267323E9"
"560","540000","7.5","101","7.501395683193905E9"
"561","550000","7.5","101","7.544915064066946E9"
"562","560000","7.5","101","7.591581155553585E9"
"563","570000","7.5","101","7.640443193488407E9"
"565","590000","7.5","101","7.744052636577546E9"
"564","580000","7.5","101","7.691450541883016E9"
"566","600000","7.5","101","7.796149352487325E9"
"567","610000","7.5","101","7.84463791638734E9"
"569","630000","7.5","101","7.955559240917716E9"
"568","620000","7.5","101","7.898593857930038E9"
"570","640000","7.5","101","8.0114277078406105E9"
"571","650000","7.5","101","8.066341048043131E9"
"572","660000","7.5","101","8.117130478317862E9"
"573","670000","7.5","101","8.174479089273871E9"
"574","680000","7.5","101","8.232747085279038E9"
"575","690000","7.5","101","8.294853754591876E9"
"576","700000","7.5","101","8.357817182239091E9"
"577","710000","7.5","101","8.41890552157646E9"
"578","720000","7.5","101","8.478325089868667E9"
"579","730000","7.5","101","8.538651532375266E9"
"580","740000","7.5","101","8.596444483456236E9"
"581","750000","7.5","101","8.660662540245718E9"
"582","760000","7.5","101","8.720869695899792E9"
"583","770000","7.5","101","8.788140978308039E9"
"584","780000","7.5","101","8.851636070574696E9"
"585","790000","7.5","101","8.921823107966394E9"
"586","800000","7.5","101","8.98856390088784E9"
"587","810000","7.5","101","9.057200818998688E9"
"588","820000","7.5","101","9.126472002058594E9"
"589","830000","7.5","101","9.196014666484877E9"
"590","840000","7.5","101","9.26309886803634E9"
"591","850000","7.5","101","9.331957972618418E9"
