Subsidy_percentage,OBJECTIVE
0.01,4.76E+07
0.0101,4.76E+07
0.0102,4.76E+07
0.0103,4.76E+07
0.0104,4.76E+07
0.0105,4.76E+07
0.0106,4.76E+07
0.0107,4.76E+07
0.0108,4.76E+07
0.0109,4.76E+07
0.011,4.76E+07
0.0111,4.76E+07
0.0112,4.76E+07
0.0113,4.76E+07
0.0114,4.76E+07
0.0115,4.76E+07
0.0116,4.76E+07
0.0117,4.76E+07
0.0118,4.76E+07
0.0119,4.76E+07
0.012,4.75E+07
0.0121,4.75E+07
0.0122,4.75E+07
0.0123,4.75E+07
0.0124,4.75E+07
0.0125,4.75E+07
0.0126,4.75E+07
0.0127,4.75E+07
0.0128,4.75E+07
0.0129,4.75E+07
0.013,4.75E+07
0.0131,4.75E+07
0.0132,4.75E+07
0.0133,4.75E+07
0.0134,4.75E+07
0.0135,4.75E+07
0.0136,4.75E+07
0.0137,4.75E+07
0.0138,4.75E+07
0.0139,4.75E+07
0.014,4.75E+07
0.0141,4.75E+07
0.0142,4.75E+07
0.0143,4.75E+07
0.0144,4.75E+07
0.0145,4.74E+07
0.0146,4.75E+07
0.0147,4.75E+07
0.0148,4.75E+07
0.0149,4.75E+07
0.015,4.75E+07
0.0151,4.75E+07
0.0152,4.75E+07
0.0153,4.75E+07
0.0154,4.75E+07
0.0155,4.75E+07
0.0156,4.75E+07
0.0157,4.75E+07
0.0158,4.74E+07
0.0159,4.74E+07
0.016,4.74E+07
0.0161,4.74E+07
0.0162,4.74E+07
0.0163,4.74E+07
0.0164,4.74E+07
0.0165,4.74E+07
0.0166,4.74E+07
0.0167,4.74E+07
0.0168,4.74E+07
0.0169,4.74E+07
0.017,4.74E+07
0.0171,4.74E+07
0.0172,4.74E+07
0.0173,4.74E+07
0.0174,4.74E+07
0.0175,4.74E+07
0.0176,4.74E+07
0.0177,4.74E+07
0.0178,4.74E+07
0.0179,4.74E+07
0.018,4.74E+07
0.0181,4.74E+07
0.0182,4.74E+07
0.0183,4.74E+07
0.0184,4.74E+07
0.0185,4.74E+07
0.0186,4.74E+07
0.0187,4.74E+07
0.0188,4.74E+07
0.0189,4.74E+07
0.019,4.74E+07
0.0191,4.74E+07
0.0192,4.74E+07
0.0193,4.74E+07
0.0194,4.74E+07
0.0195,4.74E+07
0.0196,4.74E+07
0.0197,4.74E+07
0.0198,4.74E+07
0.0199,4.74E+07
0.02,4.74E+07
0.0201,4.74E+07
0.0202,4.74E+07
0.0203,4.74E+07
0.0204,4.74E+07
0.0205,4.74E+07
0.0206,4.74E+07
0.0207,4.74E+07
0.0208,4.74E+07
0.0209,4.74E+07
0.021,4.74E+07
0.0211,4.74E+07
0.0212,4.73E+07
0.0213,4.73E+07
0.0214,4.73E+07
0.0215,4.74E+07
0.0216,4.74E+07
0.0217,4.74E+07
0.0218,4.74E+07
0.0219,4.73E+07
0.022,4.73E+07
0.0221,4.73E+07
0.0222,4.73E+07
0.0223,4.73E+07
0.0224,4.73E+07
0.0225,4.73E+07
0.0226,4.73E+07
0.0227,4.73E+07
0.0228,4.73E+07
0.0229,4.73E+07
0.023,4.73E+07
0.0231,4.73E+07
0.0232,4.73E+07
0.0233,4.73E+07
0.0234,4.73E+07
0.0235,4.73E+07
0.0236,4.72E+07
0.0237,4.72E+07
0.0238,4.72E+07
0.0239,4.72E+07
0.024,4.72E+07
0.0241,4.72E+07
0.0242,4.72E+07
0.0243,4.72E+07
0.0244,4.72E+07
0.0245,4.72E+07
0.0246,4.72E+07
0.0247,4.72E+07
0.0248,4.72E+07
0.0249,4.72E+07
0.025,4.72E+07
0.0251,4.72E+07
0.0252,4.72E+07
0.0253,4.72E+07
0.0254,4.72E+07
0.0255,4.72E+07
0.0256,4.72E+07
0.0257,4.72E+07
0.0258,4.72E+07
0.0259,4.72E+07
0.026,4.72E+07
0.0261,4.72E+07
0.0262,4.72E+07
0.0263,4.72E+07
0.0264,4.72E+07
0.0265,4.72E+07
0.0266,4.72E+07
0.0267,4.72E+07
0.0268,4.72E+07
0.0269,4.72E+07
0.027,4.72E+07
0.0271,4.72E+07
0.0272,4.72E+07
0.0273,4.72E+07
0.0274,4.72E+07
0.0275,4.72E+07
0.0276,4.72E+07
0.0277,4.72E+07
0.0278,4.72E+07
0.0279,4.72E+07
0.028,4.72E+07
0.0281,4.73E+07
0.0282,4.73E+07
0.0283,4.73E+07
0.0284,4.73E+07
0.0285,4.73E+07
0.0286,4.73E+07
0.0287,4.73E+07
0.0288,4.73E+07
0.0289,4.73E+07
0.029,4.73E+07
0.0291,4.73E+07
0.0292,4.73E+07
0.0293,4.73E+07
0.0294,4.73E+07
0.0295,4.72E+07
0.0296,4.72E+07
0.0297,4.72E+07
0.0298,4.72E+07
0.0299,4.72E+07
0.03,4.72E+07
0.0301,4.72E+07
0.0302,4.72E+07
0.0303,4.72E+07
0.0304,4.72E+07
0.0305,4.72E+07
0.0306,4.72E+07
0.0307,4.72E+07
0.0308,4.72E+07
0.0309,4.72E+07
0.031,4.72E+07
0.0311,4.72E+07
0.0312,4.72E+07
0.0313,4.72E+07
0.0314,4.72E+07
0.0315,4.72E+07
0.0316,4.73E+07
0.0317,4.72E+07
0.0318,4.72E+07
0.0319,4.72E+07
0.032,4.72E+07
0.0321,4.72E+07
0.0322,4.72E+07
0.0323,4.72E+07
0.0324,4.72E+07
0.0325,4.72E+07
0.0326,4.72E+07
0.0327,4.72E+07
0.0328,4.72E+07
0.0329,4.72E+07
0.033,4.72E+07
0.0331,4.72E+07
0.0332,4.72E+07
0.0333,4.72E+07
0.0334,4.72E+07
0.0335,4.73E+07
0.0336,4.72E+07
0.0337,4.72E+07
0.0338,4.72E+07
0.0339,4.73E+07
0.034,4.73E+07
0.0341,4.73E+07
0.0342,4.73E+07
0.0343,4.73E+07
0.0344,4.73E+07
0.0345,4.73E+07
0.0346,4.73E+07
0.0347,4.73E+07
0.0348,4.73E+07
0.0349,4.72E+07
0.035,4.72E+07
0.0351,4.72E+07
0.0352,4.72E+07
0.0353,4.72E+07
0.0354,4.72E+07
0.0355,4.72E+07
0.0356,4.72E+07
0.0357,4.72E+07
0.0358,4.73E+07
0.0359,4.73E+07
0.036,4.73E+07
0.0361,4.73E+07
0.0362,4.73E+07
0.0363,4.73E+07
0.0364,4.73E+07
0.0365,4.73E+07
0.0366,4.73E+07
0.0367,4.73E+07
0.0368,4.73E+07
0.0369,4.73E+07
0.037,4.73E+07
0.0371,4.73E+07
0.0372,4.73E+07
0.0373,4.73E+07
0.0374,4.73E+07
0.0375,4.73E+07
0.0376,4.73E+07
0.0377,4.73E+07
0.0378,4.73E+07
0.0379,4.73E+07
0.038,4.73E+07
0.0381,4.73E+07
0.0382,4.73E+07
0.0383,4.73E+07
0.0384,4.73E+07
0.0385,4.72E+07
0.0386,4.72E+07
0.0387,4.73E+07
0.0388,4.73E+07
0.0389,4.73E+07
0.039,4.73E+07
0.0391,4.73E+07
0.0392,4.73E+07
0.0393,4.73E+07
0.0394,4.73E+07
0.0395,4.73E+07
0.0396,4.73E+07
0.0397,4.73E+07
0.0398,4.73E+07
0.0399,4.73E+07
0.04,4.73E+07
